Zaman (sn),Voltaj (V),Label
42.7272,1.5134,1
42.7272,1.5182,1
42.7272,1.5215,1
42.7272,1.5271,1
42.7273,1.5279,1
42.7273,1.5448,1
42.7273,1.5456,1
42.7273,1.5440,1
42.7273,1.5432,1
42.7273,1.5424,1
42.7273,1.5432,1
42.7274,1.5416,1
42.7274,1.5424,1
42.7274,1.5408,1
42.7274,1.5440,1
42.7274,1.5327,1
42.7274,1.5368,1
42.7275,1.5424,1
42.7275,1.5521,1
42.7275,1.5626,1
42.7275,1.5666,1
42.7275,1.5610,1
42.7275,1.5634,1
42.7276,1.5658,1
42.7276,1.5650,1
42.7276,1.5666,1
42.7276,1.5690,1
42.7276,1.5706,1
42.7276,1.5674,1
42.7277,1.5626,1
42.7277,1.5634,1
42.7277,1.5706,1
42.7277,1.5730,1
42.7277,1.5763,1
42.7277,1.5771,1
42.7278,1.5803,1
42.7278,1.5827,1
42.7278,1.5843,1
42.7278,1.5851,1
42.7278,1.5875,1
42.7278,1.5892,1
42.7279,1.5948,1
42.7279,1.5964,1
42.7279,1.5996,1
42.7279,1.6061,1
42.7279,1.6077,1
42.7279,1.6109,1
42.7279,1.6133,1
42.7280,1.6174,1
42.7280,1.6198,1
42.7280,1.6238,1
42.7280,1.6254,1
42.7280,1.6311,1
42.7281,1.6432,1
42.7281,1.6456,1
42.7281,1.6472,1
42.7281,1.6504,1
42.7281,1.6552,1
42.7281,1.6593,1
42.7282,1.6641,1
42.7282,1.6689,1
42.7282,1.6738,1
42.7282,1.6722,1
42.7282,1.6697,1
42.7282,1.6754,1
42.7282,1.6826,1
42.7283,1.6883,1
42.7283,1.6931,1
42.7283,1.6979,1
42.7283,1.7141,1
42.7283,1.7181,1
42.7283,1.7229,1
42.7284,1.7342,1
42.7284,1.7374,1
42.7284,1.7463,1
42.7284,1.7479,1
42.7284,1.7495,1
42.7284,1.7511,1
42.7285,1.7536,1
42.7285,1.7447,1
42.7285,1.7479,1
42.7285,1.7544,1
42.7285,1.7616,1
42.7285,1.7576,1
42.7286,1.7560,1
42.7286,1.7608,1
42.7286,1.7664,1
42.7286,1.7769,1
42.7286,1.7810,1
42.7286,1.7858,1
42.7287,1.7882,1
42.7287,1.7890,1
42.7287,1.7858,1
42.7287,1.7947,1
42.7287,1.7955,1
42.7287,1.7979,1
42.7287,1.8003,1
42.7288,1.7979,1
42.7288,1.8003,1
42.7288,1.8003,1
42.7288,1.8027,1
42.7288,1.8051,1
42.7288,1.8043,1
42.7289,1.8059,1
42.7289,1.8092,1
42.7289,1.8124,1
42.7289,1.8132,1
42.7289,1.8124,1
42.7289,1.8132,1
42.7289,1.8156,1
42.7290,1.8132,1
42.7290,1.8156,1
42.7290,1.8188,1
42.7290,1.8196,1
42.7290,1.8212,1
42.7291,1.8204,1
42.7291,1.8212,1
42.7291,1.8237,1
42.7291,1.8229,1
42.7291,1.8237,1
42.7291,1.8277,1
42.7292,1.8277,1
42.7292,1.8277,1
42.7292,1.8285,1
42.7292,1.8285,1
42.7292,1.8285,1
42.7292,1.8285,1
42.7292,1.8285,1
42.7293,1.8285,1
42.7293,1.8293,1
42.7293,1.8293,1
42.7293,1.8269,1
42.7293,1.8253,1
42.7293,1.8253,1
42.7294,1.8229,1
42.7294,1.8196,1
42.7294,1.8140,1
42.7294,1.8059,1
42.7294,1.7955,1
42.7294,1.7818,1
42.7294,1.7648,1
42.7295,1.7471,1
42.7295,1.7286,1
42.7295,1.7084,1
42.7295,1.6883,1
42.7295,1.6689,1
42.7296,1.6512,1
42.7296,1.6383,1
42.7296,1.6262,1
42.7296,1.6182,1
42.7296,1.6133,1
42.7296,1.6093,1
42.7297,1.6069,1
42.7297,1.6045,1
42.7297,1.6037,1
42.7297,1.6037,1
42.7297,1.6037,1
42.7297,1.6012,1
42.7297,1.6004,1
42.7298,1.5996,1
42.7298,1.5988,1
42.7298,1.5996,1
42.7298,1.6125,1
42.7298,1.6158,1
42.7298,1.6198,1
42.7299,1.6254,1
42.7299,1.6327,1
42.7299,1.6415,1
42.7299,1.6488,1
42.7299,1.6552,1
42.7299,1.6625,1
42.7299,1.6697,1
42.7300,1.6649,1
42.7300,1.6705,1
42.7300,1.6762,1
42.7300,1.6786,1
42.7300,1.6794,1
42.7301,1.6794,1
42.7301,1.6778,1
42.7301,1.6746,1
42.7301,1.6697,1
42.7301,1.6633,1
42.7301,1.6536,1
42.7302,1.6472,1
42.7302,1.6456,1
42.7302,1.6415,1
42.7302,1.6383,1
42.7302,1.6359,1
42.7302,1.6399,1
42.7302,1.6423,1
42.7303,1.6456,1
42.7303,1.6496,1
42.7303,1.6568,1
42.7303,1.6601,1
42.7303,1.6560,1
42.7303,1.6568,1
42.7304,1.6560,1
42.7304,1.6536,1
42.7304,1.6464,1
42.7304,1.6423,1
42.7304,1.6383,1
42.7304,1.6343,1
42.7304,1.6335,1
42.7305,1.6319,1
42.7305,1.6319,1
42.7305,1.6335,1
42.7305,1.6359,1
42.7305,1.6351,1
42.7306,1.6391,1
42.7306,1.6448,1
42.7306,1.6488,1
42.7306,1.6528,1
42.7306,1.6544,1
42.7306,1.6560,1
42.7306,1.6568,1
42.7307,1.6568,1
42.7307,1.6528,1
42.7307,1.6568,1
42.7307,1.6552,1
42.7307,1.6504,1
42.7307,1.6464,1
42.7308,1.6415,1
42.7308,1.6375,1
42.7308,1.6327,1
42.7308,1.6286,1
42.7308,1.6278,1
42.7308,1.6303,1
42.7308,1.6319,1
42.7309,1.6335,1
42.7309,1.6383,1
42.7309,1.6432,1
42.7309,1.6472,1
42.7928,1.6520,1
42.7928,1.6560,1
42.7928,1.6593,1
42.7928,1.6593,1
42.7929,1.6585,1
42.7929,1.6536,1
42.7929,1.6488,1
42.7929,1.6440,1
42.7929,1.6391,1
42.7929,1.6351,1
42.7930,1.6319,1
42.7930,1.6303,1
42.7930,1.6295,1
42.7930,1.6238,1
42.7930,1.6270,1
42.7930,1.6319,1
42.7931,1.6367,1
42.7931,1.6415,1
42.7931,1.6464,1
42.7931,1.6496,1
42.7931,1.6528,1
42.7931,1.6544,1
42.7931,1.6568,1
42.7932,1.6641,1
42.7932,1.6625,1
42.7932,1.6609,1
42.7932,1.6593,1
42.7932,1.6552,1
42.7932,1.6512,1
42.7933,1.6472,1
42.7933,1.6423,1
42.7933,1.6383,1
42.7933,1.6351,1
42.7933,1.6367,1
42.7933,1.6351,1
42.7933,1.6343,1
42.7934,1.6375,1
42.7934,1.6415,1
42.7934,1.6464,1
42.7934,1.6544,1
42.7934,1.6593,1
42.7934,1.6633,1
42.7935,1.6673,1
42.7935,1.6673,1
42.7935,1.6665,1
42.7935,1.6633,1
42.7935,1.6746,1
42.7936,1.6681,1
42.7936,1.6617,1
42.7936,1.6528,1
42.7936,1.6504,1
42.7936,1.6480,1
42.7936,1.6440,1
42.7936,1.6423,1
42.7937,1.6448,1
42.7937,1.6480,1
42.7937,1.6375,1
42.7937,1.6415,1
42.7937,1.6464,1
42.7937,1.6512,1
42.7938,1.6560,1
42.7938,1.6633,1
42.7938,1.6440,1
42.7938,1.6472,1
42.7938,1.6496,1
42.7938,1.6496,1
42.7939,1.6496,1
42.7939,1.6472,1
42.7939,1.6456,1
42.7939,1.6440,1
42.7939,1.6367,1
42.7939,1.6278,1
42.7939,1.6464,1
42.7940,1.6423,1
42.7940,1.6391,1
42.7940,1.6367,1
42.7940,1.6423,1
42.7940,1.6440,1
42.7940,1.6464,1
42.7941,1.6480,1
42.7941,1.6512,1
42.7941,1.6544,1
42.7941,1.6560,1
42.7941,1.6552,1
42.7941,1.6552,1
42.7942,1.6528,1
42.7942,1.6440,1
42.7942,1.6407,1
42.7942,1.6375,1
42.7942,1.6343,1
42.7942,1.6311,1
42.7943,1.6311,1
42.7943,1.6319,1
42.7943,1.6319,1
42.7943,1.6319,1
42.7943,1.6367,1
42.7943,1.6399,1
42.7943,1.6432,1
42.7944,1.6472,1
42.7944,1.6512,1
42.7944,1.6560,1
42.7944,1.6577,1
42.7944,1.6649,1
42.7944,1.6681,1
42.7945,1.6673,1
42.7945,1.6657,1
42.7945,1.6633,1
42.7945,1.6601,1
42.7945,1.6560,1
42.7945,1.6520,1
42.7946,1.6480,1
42.7946,1.6432,1
42.7946,1.6319,1
42.7946,1.6286,1
42.7946,1.6246,1
42.7946,1.6254,1
42.7947,1.6286,1
42.7947,1.6335,1
42.7947,1.6391,1
42.7947,1.6440,1
42.7947,1.6472,1
42.7947,1.6520,1
42.7948,1.6560,1
42.7948,1.6577,1
42.7948,1.6633,1
42.7948,1.6577,1
42.7948,1.6528,1
42.7948,1.6480,1
42.8544,1.6407,1
42.8544,1.6359,1
42.8545,1.6327,1
42.8545,1.6303,1
42.8545,1.6295,1
42.8545,1.6295,1
42.8546,1.6311,1
42.8546,1.6375,1
42.8546,1.6407,1
42.8546,1.6448,1
42.8546,1.6488,1
42.8546,1.6512,1
42.8547,1.6601,1
42.8547,1.6625,1
42.8547,1.6649,1
42.8547,1.6649,1
42.8547,1.6617,1
42.8547,1.6609,1
42.8548,1.6593,1
42.8548,1.6528,1
42.8548,1.6512,1
42.8548,1.6480,1
42.8548,1.6367,1
42.8548,1.6327,1
42.8549,1.6295,1
42.8549,1.6286,1
42.8549,1.6327,1
42.8549,1.6335,1
42.8549,1.6367,1
42.8549,1.6456,1
42.8549,1.6512,1
42.8550,1.6585,1
42.8550,1.6609,1
42.8550,1.6657,1
42.8550,1.6714,1
42.8550,1.6722,1
42.8551,1.6609,1
42.8551,1.6577,1
42.8551,1.6512,1
42.8551,1.6472,1
42.8551,1.6432,1
42.8551,1.6367,1
42.8551,1.6335,1
42.8552,1.6327,1
42.8552,1.6286,1
42.8552,1.6303,1
42.8552,1.6375,1
42.8552,1.6407,1
42.8552,1.6480,1
42.8553,1.6488,1
42.8553,1.6496,1
42.8553,1.6568,1
42.8553,1.6593,1
42.8553,1.6697,1
42.8553,1.6722,1
42.8554,1.6689,1
42.8554,1.6689,1
42.8554,1.6673,1
42.8554,1.6593,1
42.8554,1.6577,1
42.8554,1.6560,1
42.8554,1.6488,1
42.8555,1.6456,1
42.8555,1.6367,1
42.8555,1.6303,1
42.8555,1.6303,1
42.8555,1.6399,1
42.8555,1.6415,1
42.8556,1.6488,1
42.8556,1.6528,1
42.8556,1.6593,1
42.8556,1.6649,1
42.8556,1.6714,1
42.8556,1.6714,1
42.8557,1.6754,1
42.8557,1.6762,1
42.8557,1.6464,1
42.8557,1.6464,1
42.8557,1.6432,1
42.8557,1.6407,1
42.8558,1.6351,1
42.8558,1.6319,1
42.8558,1.6335,1
42.8558,1.6311,1
42.8558,1.6295,1
42.8558,1.6295,1
42.8559,1.6504,1
42.8559,1.6456,1
42.8559,1.6472,1
42.8559,1.6480,1
42.8559,1.6432,1
42.8559,1.6448,1
42.8560,1.6407,1
42.8560,1.6423,1
42.8560,1.6448,1
42.8560,1.6464,1
42.8560,1.6464,1
42.8560,1.6496,1
42.8561,1.6496,1
42.8561,1.6472,1
42.8561,1.6488,1
42.8561,1.6456,1
42.8561,1.6399,1
42.8561,1.6351,1
42.8561,1.6311,1
42.8562,1.6278,1
42.8562,1.6295,1
42.8562,1.6311,1
42.8562,1.6327,1
42.8562,1.6383,1
42.8562,1.6440,1
42.8563,1.6480,1
42.8563,1.6585,1
42.8563,1.6641,1
42.8563,1.6794,1
42.8563,1.6794,1
42.8563,1.6762,1
42.8564,1.6673,1
42.8564,1.6617,1
42.8564,1.6480,1
42.8564,1.6440,1
42.8564,1.6415,1
42.8564,1.6351,1
42.9168,1.6327,1
42.9168,1.6214,1
42.9168,1.6230,1
42.9169,1.6270,1
42.9169,1.6391,1
42.9169,1.6415,1
42.9169,1.6520,1
42.9169,1.6544,1
42.9169,1.6577,1
42.9170,1.6601,1
42.9170,1.6617,1
42.9170,1.6617,1
42.9170,1.6609,1
42.9170,1.6593,1
42.9171,1.6544,1
42.9171,1.6536,1
42.9171,1.6496,1
42.9171,1.6472,1
42.9171,1.6415,1
42.9171,1.6359,1
42.9171,1.6327,1
42.9172,1.6295,1
42.9172,1.6182,1
42.9172,1.6222,1
42.9172,1.6246,1
42.9172,1.6286,1
42.9172,1.6343,1
42.9173,1.6391,1
42.9173,1.6456,1
42.9173,1.6512,1
42.9173,1.6512,1
42.9173,1.6552,1
42.9173,1.6673,1
42.9174,1.6625,1
42.9174,1.6601,1
42.9174,1.6560,1
42.9174,1.6536,1
42.9174,1.6472,1
42.9174,1.6415,1
42.9174,1.6375,1
42.9175,1.6375,1
42.9175,1.6351,1
42.9175,1.6335,1
42.9175,1.6343,1
42.9175,1.6343,1
42.9176,1.6407,1
42.9176,1.6399,1
42.9176,1.6440,1
42.9176,1.6472,1
42.9176,1.6512,1
42.9176,1.6544,1
42.9176,1.6577,1
42.9177,1.6593,1
42.9177,1.6585,1
42.9177,1.6601,1
42.9177,1.6544,1
42.9177,1.6520,1
42.9177,1.6496,1
42.9178,1.6456,1
42.9178,1.6407,1
42.9178,1.6407,1
42.9178,1.6367,1
42.9178,1.6343,1
42.9178,1.6343,1
42.9178,1.6335,1
42.9179,1.6359,1
42.9179,1.6391,1
42.9179,1.6440,1
42.9179,1.6496,1
42.9179,1.6544,1
42.9179,1.6552,1
42.9180,1.6585,1
42.9180,1.6609,1
42.9180,1.6601,1
42.9180,1.6577,1
42.9180,1.6536,1
42.9180,1.6496,1
42.9181,1.6464,1
42.9181,1.6415,1
42.9181,1.6383,1
42.9181,1.6351,1
42.9181,1.6343,1
42.9181,1.6335,1
42.9182,1.6359,1
42.9182,1.6407,1
42.9182,1.6432,1
42.9182,1.6504,1
42.9182,1.6512,1
42.9182,1.6544,1
42.9183,1.6560,1
42.9183,1.6577,1
42.9183,1.6585,1
42.9183,1.6593,1
42.9183,1.6601,1
42.9183,1.6593,1
42.9183,1.6577,1
42.9184,1.6512,1
42.9184,1.6488,1
42.9184,1.6448,1
42.9184,1.6407,1
42.9184,1.6375,1
42.9184,1.6351,1
42.9185,1.6440,1
42.9185,1.6407,1
42.9185,1.6391,1
42.9185,1.6423,1
42.9185,1.6464,1
42.9185,1.6512,1
42.9186,1.6568,1
42.9186,1.6625,1
42.9186,1.6673,1
42.9186,1.6697,1
42.9186,1.6585,1
42.9186,1.6593,1
42.9187,1.6568,1
42.9187,1.6528,1
42.9187,1.6488,1
42.9187,1.6440,1
42.9187,1.6391,1
42.9187,1.6351,1
42.9188,1.6311,1
42.9188,1.6295,1
42.9188,1.6327,1
42.9188,1.6343,1
42.9188,1.6375,1
42.9788,1.6407,1
42.9789,1.6440,1
42.9789,1.6472,1
42.9789,1.6504,1
42.9789,1.6536,1
42.9789,1.6560,1
42.9789,1.6560,1
42.9790,1.6552,1
42.9790,1.6560,1
42.9790,1.6552,1
42.9790,1.6520,1
42.9790,1.6504,1
42.9791,1.6472,1
42.9791,1.6432,1
42.9791,1.6375,1
42.9791,1.6343,1
42.9791,1.6319,1
42.9791,1.6351,1
42.9792,1.6311,1
42.9792,1.6327,1
42.9792,1.6359,1
42.9792,1.6399,1
42.9792,1.6456,1
42.9792,1.6512,1
42.9792,1.6568,1
42.9793,1.6617,1
42.9793,1.6641,1
42.9793,1.6617,1
42.9793,1.6625,1
42.9793,1.6593,1
42.9793,1.6552,1
42.9794,1.6512,1
42.9794,1.6456,1
42.9794,1.6415,1
42.9794,1.6391,1
42.9794,1.6375,1
42.9794,1.6359,1
42.9795,1.6351,1
42.9795,1.6375,1
42.9795,1.6399,1
42.9795,1.6423,1
42.9795,1.6464,1
42.9795,1.6496,1
42.9796,1.6520,1
42.9796,1.6536,1
42.9796,1.6552,1
42.9796,1.6568,1
42.9796,1.6577,1
42.9796,1.6577,1
42.9797,1.6552,1
42.9797,1.6536,1
42.9797,1.6504,1
42.9797,1.6488,1
42.9797,1.6448,1
42.9797,1.6407,1
42.9797,1.6367,1
42.9798,1.6343,1
42.9798,1.6319,1
42.9798,1.6303,1
42.9798,1.6319,1
42.9798,1.6343,1
42.9798,1.6383,1
42.9799,1.6423,1
42.9799,1.6480,1
42.9799,1.6528,1
42.9799,1.6577,1
42.9799,1.6609,1
42.9799,1.6625,1
42.9800,1.6617,1
42.9800,1.6593,1
42.9800,1.6552,1
42.9800,1.6496,1
42.9800,1.6432,1
42.9800,1.6383,1
42.9801,1.6351,1
42.9801,1.6335,1
42.9801,1.6327,1
42.9801,1.6335,1
42.9801,1.6359,1
42.9801,1.6383,1
42.9802,1.6423,1
42.9802,1.6472,1
42.9802,1.6520,1
42.9802,1.6552,1
42.9802,1.6568,1
42.9802,1.6585,1
42.9803,1.6601,1
42.9803,1.6601,1
42.9803,1.6593,1
42.9803,1.6593,1
42.9803,1.6585,1
42.9803,1.6544,1
42.9803,1.6496,1
42.9804,1.6464,1
42.9804,1.6432,1
42.9804,1.6399,1
42.9804,1.6359,1
42.9804,1.6343,1
42.9804,1.6335,1
42.9805,1.6343,1
42.9805,1.6367,1
42.9805,1.6415,1
42.9805,1.6480,1
42.9805,1.6536,1
42.9805,1.6585,1
42.9806,1.6617,1
42.9806,1.6649,1
42.9806,1.6665,1
42.9806,1.6665,1
42.9806,1.6633,1
42.9806,1.6593,1
42.9807,1.6544,1
42.9807,1.6480,1
42.9807,1.6415,1
42.9807,1.6375,1
42.9807,1.6359,1
42.9807,1.6343,1
42.9808,1.6343,1
42.9808,1.6359,1
42.9808,1.6383,1
42.9808,1.6415,1
42.9808,1.6456,1
42.9808,1.6496,1
42.9808,1.6536,1
43.0405,1.6560,1
43.0406,1.6593,1
43.0406,1.6601,1
43.0406,1.6601,1
43.0406,1.6593,1
43.0406,1.6585,1
43.0407,1.6568,1
43.0407,1.6560,1
43.0407,1.6528,1
43.0407,1.6488,1
43.0407,1.6448,1
43.0407,1.6391,1
43.0407,1.6351,1
43.0408,1.6327,1
43.0408,1.6303,1
43.0408,1.6319,1
43.0408,1.6343,1
43.0408,1.6359,1
43.0408,1.6407,1
43.0408,1.6472,1
43.0409,1.6528,1
43.0409,1.6593,1
43.0409,1.6625,1
43.0409,1.6649,1
43.0409,1.6657,1
43.0409,1.6625,1
43.0410,1.6577,1
43.0410,1.6528,1
43.0410,1.6480,1
43.0410,1.6423,1
43.0410,1.6375,1
43.0410,1.6343,1
43.0411,1.6327,1
43.0411,1.6311,1
43.0411,1.6327,1
43.0411,1.6359,1
43.0411,1.6399,1
43.0411,1.6415,1
43.0412,1.6448,1
43.0412,1.6464,1
43.0412,1.6496,1
43.0412,1.6512,1
43.0412,1.6536,1
43.0412,1.6552,1
43.0412,1.6544,1
43.0413,1.6544,1
43.0413,1.6536,1
43.0413,1.6520,1
43.0413,1.6488,1
43.0413,1.6464,1
43.0413,1.6423,1
43.0414,1.6399,1
43.0414,1.6359,1
43.0414,1.6343,1
43.0414,1.6343,1
43.0414,1.6343,1
43.0414,1.6359,1
43.0414,1.6399,1
43.0415,1.6456,1
43.0415,1.6504,1
43.0415,1.6536,1
43.0415,1.6577,1
43.0415,1.6609,1
43.0416,1.6617,1
43.0416,1.6601,1
43.0416,1.6568,1
43.0416,1.6536,1
43.0416,1.6480,1
43.0416,1.6423,1
43.0417,1.6399,1
43.0417,1.6375,1
43.0417,1.6351,1
43.0417,1.6335,1
43.0417,1.6351,1
43.0417,1.6375,1
43.0417,1.6399,1
43.0418,1.6432,1
43.0418,1.6464,1
43.0418,1.6423,1
43.0418,1.6456,1
43.0418,1.6496,1
43.0418,1.6520,1
43.0419,1.6528,1
43.0419,1.6520,1
43.0419,1.6528,1
43.0419,1.6528,1
43.0419,1.6520,1
43.0420,1.6504,1
43.0420,1.6552,1
43.0420,1.6504,1
43.0420,1.6464,1
43.0420,1.6415,1
43.0420,1.6375,1
43.0421,1.6343,1
43.0421,1.6319,1
43.0421,1.6319,1
43.0421,1.6343,1
43.0421,1.6383,1
43.0421,1.6415,1
43.0422,1.6568,1
43.0422,1.6609,1
43.0422,1.6649,1
43.0422,1.6673,1
43.0422,1.6689,1
43.0422,1.6681,1
43.0422,1.6649,1
43.0423,1.6601,1
43.0423,1.6544,1
43.0423,1.6649,1
43.0423,1.6488,1
43.0423,1.6448,1
43.0423,1.6423,1
43.0424,1.6407,1
43.0424,1.6415,1
43.0424,1.6440,1
43.0424,1.6464,1
43.0424,1.6504,1
43.0424,1.6544,1
43.0424,1.6448,1
43.0425,1.6504,1
43.0425,1.6552,1
43.0425,1.6593,1
43.0425,1.6625,1
43.0426,1.6649,1
43.1013,1.6681,1
43.1013,1.6681,1
43.1013,1.6673,1
43.1013,1.6641,1
43.1013,1.6601,1
43.1014,1.6552,1
43.1014,1.6496,1
43.1014,1.6456,1
43.1014,1.6415,1
43.1014,1.6375,1
43.1014,1.6327,1
43.1015,1.6327,1
43.1015,1.6528,1
43.1015,1.6544,1
43.1015,1.6577,1
43.1015,1.6617,1
43.1015,1.6657,1
43.1016,1.6689,1
43.1016,1.6714,1
43.1016,1.6722,1
43.1016,1.6714,1
43.1016,1.6689,1
43.1016,1.6464,1
43.1016,1.6440,1
43.1017,1.6415,1
43.1017,1.6423,1
43.1017,1.6399,1
43.1017,1.6383,1
43.1017,1.6383,1
43.1017,1.6399,1
43.1018,1.6432,1
43.1018,1.6472,1
43.1018,1.6512,1
43.1018,1.6544,1
43.1018,1.6577,1
43.1018,1.6577,1
43.1018,1.6601,1
43.1019,1.6625,1
43.1019,1.6641,1
43.1019,1.6649,1
43.1019,1.6649,1
43.1019,1.6641,1
43.1019,1.6625,1
43.1020,1.6585,1
43.1020,1.6552,1
43.1020,1.6496,1
43.1020,1.6448,1
43.1020,1.6432,1
43.1020,1.6359,1
43.1020,1.6327,1
43.1021,1.6303,1
43.1021,1.6303,1
43.1021,1.6415,1
43.1021,1.6504,1
43.1021,1.6536,1
43.1021,1.6593,1
43.1022,1.6593,1
43.1022,1.6633,1
43.1022,1.6714,1
43.1022,1.6730,1
43.1022,1.6722,1
43.1022,1.6689,1
43.1022,1.6544,1
43.1023,1.6456,1
43.1023,1.6399,1
43.1023,1.6351,1
43.1023,1.6375,1
43.1023,1.6319,1
43.1023,1.6335,1
43.1024,1.6335,1
43.1024,1.6359,1
43.1024,1.6399,1
43.1024,1.6440,1
43.1024,1.6488,1
43.1024,1.6552,1
43.1024,1.6585,1
43.1025,1.6593,1
43.1025,1.6617,1
43.1025,1.6601,1
43.1025,1.6609,1
43.1025,1.6601,1
43.1025,1.6593,1
43.1026,1.6577,1
43.1026,1.6552,1
43.1026,1.6544,1
43.1026,1.6504,1
43.1026,1.6496,1
43.1026,1.6440,1
43.1027,1.6399,1
43.1027,1.6367,1
43.1027,1.6359,1
43.1027,1.6359,1
43.1027,1.6367,1
43.1027,1.6399,1
43.1027,1.6415,1
43.1028,1.6480,1
43.1028,1.6512,1
43.1028,1.6568,1
43.1028,1.6593,1
43.1028,1.6625,1
43.1028,1.6625,1
43.1029,1.6601,1
43.1029,1.6577,1
43.1029,1.6536,1
43.1029,1.6415,1
43.1029,1.6335,1
43.1029,1.6278,1
43.1029,1.6254,1
43.1030,1.6198,1
43.1030,1.6206,1
43.1030,1.6174,1
43.1030,1.6214,1
43.1030,1.6254,1
43.1031,1.6278,1
43.1031,1.6367,1
43.1031,1.6432,1
43.1031,1.6480,1
43.1031,1.6488,1
43.1031,1.6560,1
43.1031,1.6552,1
43.1032,1.6544,1
43.1622,1.6520,1
43.1622,1.6488,1
43.1622,1.6399,1
43.1622,1.6383,1
43.1622,1.6335,1
43.1622,1.6295,1
43.1623,1.6262,1
43.1623,1.6222,1
43.1623,1.6198,1
43.1623,1.6222,1
43.1623,1.6230,1
43.1623,1.6230,1
43.1624,1.6319,1
43.1624,1.6351,1
43.1624,1.6423,1
43.1624,1.6520,1
43.1624,1.6560,1
43.1624,1.6593,1
43.1624,1.6625,1
43.1625,1.6601,1
43.1625,1.6577,1
43.1625,1.6649,1
43.1625,1.6577,1
43.1625,1.6544,1
43.1625,1.6488,1
43.1626,1.6375,1
43.1626,1.6343,1
43.1626,1.6335,1
43.1626,1.6335,1
43.1626,1.6391,1
43.1627,1.6448,1
43.1627,1.6399,1
43.1627,1.6456,1
43.1627,1.6488,1
43.1627,1.6512,1
43.1627,1.6577,1
43.1627,1.6617,1
43.1628,1.6649,1
43.1628,1.6641,1
43.1628,1.6609,1
43.1628,1.6593,1
43.1628,1.6641,1
43.1628,1.6609,1
43.1628,1.6585,1
43.1629,1.6552,1
43.1629,1.6423,1
43.1629,1.6375,1
43.1629,1.6375,1
43.1629,1.6367,1
43.1629,1.6375,1
43.1630,1.6367,1
43.1630,1.6319,1
43.1630,1.6367,1
43.1630,1.6415,1
43.1630,1.6472,1
43.1631,1.6593,1
43.1631,1.6633,1
43.1631,1.6625,1
43.1631,1.6617,1
43.1631,1.6601,1
43.1631,1.6577,1
43.1631,1.6536,1
43.1632,1.6488,1
43.1632,1.6432,1
43.1632,1.6375,1
43.1632,1.6335,1
43.1632,1.6311,1
43.1632,1.6351,1
43.1633,1.6375,1
43.1633,1.6367,1
43.1633,1.6375,1
43.1633,1.6407,1
43.1633,1.6432,1
43.1633,1.6488,1
43.1633,1.6528,1
43.1634,1.6560,1
43.1634,1.6593,1
43.1634,1.6593,1
43.1634,1.6601,1
43.1634,1.6641,1
43.1634,1.6649,1
43.1635,1.6633,1
43.1635,1.6625,1
43.1635,1.6601,1
43.1635,1.6585,1
43.1635,1.6552,1
43.1635,1.6496,1
43.1635,1.6448,1
43.1636,1.6415,1
43.1636,1.6399,1
43.1636,1.6407,1
43.1636,1.6432,1
43.1636,1.6464,1
43.1636,1.6464,1
43.1637,1.6512,1
43.1637,1.6568,1
43.1637,1.6657,1
43.1637,1.6665,1
43.1637,1.6705,1
43.1637,1.6689,1
43.1637,1.6665,1
43.1638,1.6641,1
43.1638,1.6609,1
43.1638,1.6593,1
43.1638,1.6560,1
43.1638,1.6480,1
43.1638,1.6423,1
43.1639,1.6415,1
43.1639,1.6415,1
43.1639,1.6432,1
43.1639,1.6432,1
43.1639,1.6456,1
43.1639,1.6480,1
43.1639,1.6480,1
43.1640,1.6488,1
43.1640,1.6552,1
43.1640,1.6577,1
43.1640,1.6577,1
43.1640,1.6577,1
43.1640,1.6568,1
43.1641,1.6585,1
43.1641,1.6593,1
43.2228,1.6585,1
43.2228,1.6577,1
43.2229,1.6520,1
43.2229,1.6448,1
43.2229,1.6399,1
43.2229,1.6375,1
43.2229,1.6351,1
43.2229,1.6351,1
43.2229,1.6375,1
43.2230,1.6375,1
43.2230,1.6383,1
43.2230,1.6440,1
43.2230,1.6512,1
43.2230,1.6568,1
43.2231,1.6617,1
43.2231,1.6649,1
43.2231,1.6673,1
43.2231,1.6673,1
43.2231,1.6649,1
43.2231,1.6601,1
43.2231,1.6552,1
43.2232,1.6504,1
43.2232,1.6448,1
43.2232,1.6415,1
43.2232,1.6327,1
43.2232,1.6335,1
43.2232,1.6335,1
43.2233,1.6295,1
43.2233,1.6311,1
43.2233,1.6166,1
43.2233,1.6230,1
43.2233,1.6278,1
43.2233,1.6343,1
43.2233,1.6367,1
43.2234,1.6456,1
43.2234,1.6440,1
43.2234,1.6367,1
43.2234,1.6432,1
43.2234,1.6415,1
43.2234,1.6601,1
43.2235,1.6552,1
43.2235,1.6496,1
43.2235,1.6375,1
43.2235,1.6319,1
43.2235,1.6270,1
43.2235,1.6214,1
43.2236,1.6254,1
43.2236,1.6214,1
43.2236,1.6214,1
43.2236,1.6214,1
43.2236,1.6246,1
43.2236,1.6286,1
43.2237,1.6351,1
43.2237,1.6415,1
43.2237,1.6456,1
43.2237,1.6504,1
43.2237,1.6520,1
43.2237,1.6520,1
43.2237,1.6504,1
43.2238,1.6464,1
43.2238,1.6423,1
43.2238,1.6383,1
43.2238,1.6391,1
43.2238,1.6359,1
43.2238,1.6343,1
43.2239,1.6343,1
