Zaman (sn),Voltaj (V),Label
2.6963,1.6174,1
2.6963,1.6254,1
2.6963,1.6206,1
2.6964,1.6568,1
2.6964,1.6722,1
2.6964,1.6738,1
2.6964,1.6915,1
2.6964,1.6842,1
2.6964,1.6891,1
2.6965,1.6859,1
2.6965,1.6834,1
2.6965,1.6778,1
2.6965,1.6722,1
2.6965,1.6577,1
2.6965,1.6472,1
2.6966,1.6375,1
2.6966,1.6262,1
2.6966,1.6222,1
2.6966,1.6133,1
2.6966,1.6166,1
2.6966,1.6158,1
2.7087,1.6270,1
2.7087,1.6399,1
2.7087,1.6488,1
2.7087,1.6625,1
2.7087,1.6722,1
2.7087,1.6794,1
2.7088,1.6842,1
2.7088,1.6867,1
2.7088,1.6867,1
2.7088,1.6657,1
2.7088,1.6786,1
2.7088,1.6625,1
2.7088,1.6633,1
2.7089,1.6488,1
2.7089,1.6415,1
2.7089,1.6270,1
2.7089,1.6166,1
2.7089,1.6149,1
2.7089,1.6117,1
2.7090,1.6174,1
2.7090,1.6270,1
2.7090,1.6399,1
2.7090,1.6496,1
2.7090,1.6625,1
2.7090,1.6722,1
2.7204,1.6826,1
2.7204,1.6859,1
2.7204,1.6859,1
2.7204,1.6834,1
2.7205,1.6641,1
2.7205,1.6754,1
2.7205,1.6633,1
2.7205,1.6585,1
2.7205,1.6488,1
2.7205,1.6383,1
2.7206,1.6303,1
2.7206,1.6206,1
2.7206,1.6158,1
2.7206,1.6174,1
2.7206,1.6730,1
2.7206,1.6222,1
2.7206,1.6222,1
2.7207,1.6440,1
2.7207,1.6528,1
2.7207,1.6665,1
2.7207,1.6746,1
2.7207,1.6794,1
2.7207,1.6842,1
2.7322,1.6891,1
2.7322,1.6875,1
2.7322,1.6786,1
2.7323,1.6738,1
2.7323,1.6625,1
2.7323,1.6544,1
2.7323,1.6399,1
2.7323,1.6262,1
2.7323,1.6166,1
2.7324,1.6133,1
2.7324,1.6141,1
2.7324,1.5867,1
2.7324,1.6327,1
2.7324,1.6480,1
2.7324,1.6568,1
2.7325,1.6705,1
2.7325,1.6802,1
2.7325,1.6762,1
2.7325,1.6883,1
2.7325,1.6891,1
2.7325,1.6851,1
2.7325,1.6762,1
2.7326,1.6770,1
2.7326,1.6714,1
2.7439,1.6536,1
2.7440,1.6407,1
2.7440,1.6351,1
2.7440,1.6246,1
2.7440,1.6158,1
2.7440,1.6109,1
2.7440,1.6141,1
2.7441,1.6262,1
2.7441,1.6254,1
2.7441,1.6238,1
2.7441,1.6440,1
2.7441,1.6488,1
2.7441,1.6705,1
2.7442,1.6794,1
2.7442,1.6859,1
2.7442,1.6875,1
2.7442,1.6851,1
2.7442,1.6859,1
2.7442,1.6770,1
2.7443,1.6730,1
2.7443,1.6609,1
2.7443,1.6504,1
2.7443,1.6407,1
2.7443,1.6286,1
2.7556,1.6149,1
2.7556,1.6149,1
2.7556,1.6101,1
2.7556,1.6246,1
2.7557,1.6214,1
2.7557,1.6335,1
2.7557,1.6504,1
2.7557,1.6633,1
2.7557,1.6714,1
2.7557,1.6746,1
2.7558,1.6851,1
2.7558,1.7036,1
2.7558,1.6818,1
2.7558,1.6851,1
2.7558,1.6738,1
2.7558,1.6641,1
2.7558,1.6552,1
2.7559,1.6448,1
2.7559,1.6327,1
2.7559,1.6270,1
2.7559,1.6198,1
2.7559,1.6166,1
2.7559,1.6182,1
2.7675,1.6270,1
2.7676,1.6262,1
2.7676,1.6327,1
2.7676,1.6504,1
2.7676,1.6697,1
2.7676,1.6722,1
2.7676,1.6826,1
2.7677,1.6834,1
2.7677,1.6762,1
2.7677,1.6842,1
2.7677,1.6794,1
2.7677,1.6754,1
2.7677,1.6609,1
2.7678,1.6601,1
2.7678,1.6480,1
2.7678,1.6391,1
2.7678,1.6649,1
2.7678,1.6077,1
2.7678,1.6141,1
2.7679,1.6069,1
2.7679,1.6029,1
2.7679,1.6246,1
2.7679,1.6383,1
2.7679,1.6504,1
2.7796,1.6609,1
2.7796,1.6722,1
2.7796,1.6826,1
2.7796,1.6851,1
2.7796,1.6867,1
2.7797,1.6939,1
2.7797,1.6842,1
2.7797,1.6770,1
2.7797,1.6681,1
2.7797,1.6585,1
2.7797,1.6681,1
2.7798,1.6327,1
2.7798,1.6254,1
2.7798,1.6166,1
2.7798,1.6037,1
2.7798,1.6174,1
2.7798,1.6206,1
2.7799,1.6303,1
2.7799,1.6407,1
2.7799,1.6512,1
2.7799,1.6641,1
2.7799,1.6705,1
2.7799,1.6786,1
2.7799,1.6859,1
2.7922,1.6504,1
2.7923,1.6907,1
2.7923,1.6842,1
2.7923,1.6802,1
2.7923,1.6754,1
2.7923,1.6633,1
2.7924,1.6536,1
2.7924,1.6391,1
2.7924,1.6214,1
2.7924,1.6117,1
2.7924,1.6085,1
2.7924,1.6085,1
2.7924,1.6141,1
2.7925,1.6254,1
2.7925,1.6375,1
2.7925,1.6480,1
2.7925,1.6617,1
2.7925,1.6705,1
2.7925,1.6786,1
2.7926,1.6826,1
2.7926,1.6955,1
2.7926,1.6899,1
2.7926,1.6770,1
2.7926,1.6730,1
2.7926,1.6601,1
2.8045,1.6568,1
2.8045,1.6440,1
2.8045,1.6303,1
2.8045,1.6262,1
2.8046,1.6149,1
2.8046,1.6141,1
2.8046,1.6158,1
2.8046,1.6166,1
2.8046,1.6270,1
2.8046,1.6415,1
2.8046,1.6472,1
2.8047,1.6577,1
2.8047,1.6714,1
2.8047,1.6786,1
2.8047,1.6826,1
2.8047,1.6883,1
2.8047,1.6851,1
2.8048,1.6794,1
2.8048,1.6802,1
2.8048,1.6738,1
2.8048,1.6625,1
2.8048,1.6520,1
2.8048,1.6407,1
2.8048,1.6254,1
2.8049,1.6149,1
2.8166,1.6117,1
2.8166,1.6069,1
2.8166,1.6166,1
2.8166,1.6230,1
2.8166,1.6383,1
2.8167,1.6488,1
2.8167,1.6617,1
2.8167,1.6714,1
2.8167,1.6802,1
2.8167,1.6818,1
2.8167,1.6834,1
2.8168,1.6826,1
2.8168,1.6826,1
2.8168,1.6730,1
2.8168,1.6665,1
2.8168,1.6544,1
2.8168,1.6456,1
2.8169,1.6351,1
2.8169,1.6254,1
2.8169,1.6190,1
2.8169,1.6190,1
2.8169,1.6158,1
2.8169,1.6206,1
2.8169,1.6270,1
2.8295,1.6423,1
2.8295,1.6496,1
2.8295,1.6617,1
2.8295,1.6730,1
2.8296,1.6810,1
2.8296,1.6859,1
2.8296,1.6859,1
2.8296,1.6867,1
2.8296,1.6842,1
2.8296,1.6778,1
2.8297,1.6762,1
2.8297,1.6625,1
2.8297,1.6504,1
2.8297,1.6391,1
2.8297,1.6270,1
2.8297,1.6125,1
2.8297,1.6085,1
2.8298,1.6077,1
2.8298,1.6166,1
2.8298,1.6238,1
2.8298,1.6351,1
2.8298,1.6512,1
2.8298,1.6649,1
2.8299,1.6746,1
2.8299,1.6826,1
2.8299,1.6883,1
2.8429,1.6875,1
2.8430,1.6867,1
2.8430,1.6826,1
2.8430,1.6770,1
2.8430,1.6689,1
2.8430,1.6601,1
2.8430,1.6415,1
2.8430,1.6351,1
2.8431,1.6246,1
2.8431,1.6174,1
2.8431,1.6141,1
2.8431,1.6166,1
2.8431,1.6174,1
2.8431,1.6262,1
2.8431,1.6383,1
2.8432,1.6480,1
2.8432,1.6593,1
2.8432,1.6705,1
2.8432,1.6794,1
2.8432,1.6834,1
2.8432,1.6834,1
2.8433,1.6851,1
2.8433,1.6834,1
2.8433,1.6770,1
2.8433,1.6714,1
2.8433,1.6633,1
2.8433,1.6512,1
2.8563,1.6391,1
2.8563,1.6238,1
2.8563,1.6149,1
2.8563,1.6109,1
2.8563,1.6093,1
2.8564,1.6190,1
2.8564,1.6262,1
2.8564,1.6432,1
2.8564,1.6536,1
2.8564,1.6649,1
2.8564,1.6730,1
2.8565,1.6802,1
2.8565,1.6834,1
2.8565,1.6802,1
2.8565,1.6834,1
2.8565,1.6810,1
2.8565,1.6754,1
2.8565,1.6705,1
2.8566,1.6585,1
2.8566,1.6415,1
2.8566,1.6383,1
2.8566,1.6295,1
2.8566,1.6254,1
2.8566,1.6190,1
2.8566,1.6190,1
2.8567,1.6214,1
2.8702,1.6278,1
2.8702,1.6367,1
2.8702,1.6472,1
2.8703,1.6633,1
2.8703,1.6697,1
2.8703,1.6778,1
2.8703,1.6826,1
2.8703,1.6859,1
2.8703,1.6842,1
2.8704,1.6842,1
2.8704,1.6754,1
2.8704,1.6730,1
2.8704,1.6633,1
2.8704,1.6496,1
2.8704,1.6359,1
2.8705,1.6278,1
2.8705,1.6109,1
2.8705,1.6149,1
2.8705,1.6093,1
2.8705,1.6149,1
2.8705,1.6238,1
2.8705,1.6423,1
2.8706,1.6512,1
2.8706,1.6625,1
2.8706,1.6714,1
2.8706,1.6834,1
2.8706,1.6842,1
2.8706,1.6875,1
2.8848,1.6867,1
2.8848,1.6834,1
2.8848,1.6770,1
2.8848,1.6697,1
2.8848,1.6552,1
2.8849,1.6448,1
2.8849,1.6343,1
2.8849,1.6286,1
2.8849,1.6222,1
2.8849,1.6166,1
2.8849,1.6182,1
2.8849,1.6246,1
2.8850,1.6254,1
2.8850,1.6367,1
2.8850,1.6464,1
2.8850,1.6593,1
2.8850,1.6673,1
2.8850,1.6770,1
2.8850,1.6810,1
2.8851,1.6859,1
2.8851,1.6818,1
2.8851,1.6794,1
2.8851,1.6738,1
2.8851,1.6633,1
2.8851,1.6609,1
2.8851,1.6464,1
2.8852,1.6359,1
2.8852,1.6246,1
2.8852,1.6149,1
2.8996,1.6101,1
2.8996,1.6109,1
2.8997,1.6174,1
2.8997,1.6262,1
2.8997,1.6415,1
2.8997,1.6496,1
2.8997,1.6625,1
2.8997,1.6705,1
2.8998,1.6810,1
2.8998,1.6810,1
2.8998,1.6794,1
2.8998,1.6810,1
2.8998,1.6738,1
2.8998,1.6722,1
2.8999,1.6673,1
2.8999,1.6536,1
2.8999,1.6415,1
2.8999,1.6319,1
2.8999,1.6246,1
2.8999,1.6174,1
2.8999,1.6109,1
2.9000,1.6174,1
2.9000,1.6174,1
2.9000,1.6286,1
2.9000,1.6367,1
2.9000,1.6464,1
2.9000,1.6577,1
2.9001,1.6681,1
2.9001,1.6746,1
2.9001,1.6802,1
2.9151,1.6842,1
2.9151,1.6810,1
2.9151,1.6770,1
2.9151,1.6722,1
2.9151,1.6641,1
2.9152,1.6577,1
2.9152,1.6440,1
2.9152,1.6391,1
2.9152,1.6222,1
2.9152,1.6158,1
2.9152,1.6109,1
2.9153,1.6117,1
2.9153,1.6174,1
2.9153,1.6270,1
2.9153,1.6383,1
2.9153,1.6488,1
2.9153,1.6609,1
2.9153,1.6689,1
2.9154,1.6778,1
2.9154,1.6810,1
2.9154,1.6826,1
2.9154,1.6810,1
2.9154,1.6778,1
2.9154,1.6738,1
2.9155,1.6657,1
2.9155,1.6536,1
2.9155,1.6440,1
2.9155,1.6335,1
2.9155,1.6262,1
2.9155,1.6166,1
2.9156,1.6149,1
2.9302,1.6190,1
2.9303,1.6190,1
2.9304,1.6278,1
2.9304,1.6407,1
2.9304,1.6496,1
2.9304,1.6577,1
2.9305,1.6681,1
2.9305,1.6770,1
2.9305,1.6834,1
2.9305,1.6867,1
2.9305,1.6842,1
2.9305,1.6851,1
2.9306,1.6770,1
2.9306,1.6746,1
2.9306,1.6601,1
2.9306,1.6504,1
2.9306,1.6383,1
2.9306,1.6303,1
2.9306,1.6133,1
2.9307,1.6133,1
2.9307,1.6085,1
2.9307,1.6141,1
2.9307,1.6238,1
2.9307,1.6351,1
2.9307,1.6488,1
2.9308,1.6617,1
2.9308,1.6738,1
2.9308,1.6802,1
2.9308,1.6818,1
2.9308,1.6802,1
2.9308,1.6810,1
2.9465,1.6778,1
2.9465,1.6746,1
2.9465,1.6689,1
2.9465,1.6577,1
2.9465,1.6480,1
2.9465,1.6367,1
2.9466,1.6262,1
2.9466,1.6198,1
2.9466,1.6158,1
2.9466,1.6158,1
2.9466,1.6166,1
2.9466,1.6286,1
2.9467,1.6359,1
2.9467,1.6480,1
2.9467,1.6609,1
2.9467,1.6705,1
2.9467,1.6786,1
2.9467,1.6834,1
2.9467,1.6842,1
2.9468,1.6834,1
2.9468,1.6826,1
2.9468,1.6754,1
2.9468,1.6714,1
2.9468,1.6625,1
2.9468,1.6496,1
2.9469,1.6375,1
2.9469,1.6286,1
2.9469,1.6133,1
2.9469,1.6133,1
2.9469,1.6077,1
2.9469,1.6182,1
2.9469,1.6270,1
2.9621,1.6415,1
2.9622,1.6520,1
2.9622,1.6657,1
2.9623,1.6722,1
2.9623,1.6810,1
2.9623,1.6826,1
2.9623,1.6915,1
2.9623,1.6818,1
2.9623,1.6802,1
2.9624,1.6738,1
2.9624,1.6641,1
2.9624,1.6544,1
2.9624,1.6520,1
2.9624,1.6319,1
2.9624,1.6238,1
2.9624,1.6141,1
2.9625,1.6109,1
2.9625,1.6117,1
2.9625,1.6125,1
2.9625,1.6230,1
2.9625,1.6311,1
2.9625,1.6448,1
2.9626,1.6560,1
2.9626,1.6657,1
2.9626,1.6754,1
2.9626,1.6810,1
2.9626,1.6867,1
2.9626,1.6818,1
2.9626,1.6802,1
2.9627,1.6746,1
2.9627,1.6625,1
2.9780,1.6601,1
2.9780,1.6464,1
2.9780,1.6399,1
2.9780,1.6190,1
2.9780,1.6141,1
2.9781,1.6101,1
2.9781,1.6109,1
2.9781,1.6158,1
2.9781,1.6230,1
2.9781,1.6399,1
2.9781,1.6440,1
2.9781,1.6601,1
2.9782,1.6681,1
2.9782,1.6770,1
2.9782,1.6754,1
2.9782,1.6818,1
2.9782,1.6770,1
2.9783,1.6762,1
2.9783,1.6754,1
2.9783,1.6665,1
2.9783,1.6536,1
2.9783,1.6448,1
2.9783,1.6343,1
2.9784,1.6262,1
2.9784,1.6198,1
2.9784,1.6133,1
2.9784,1.6166,1
2.9784,1.6158,1
2.9784,1.6254,1
2.9785,1.6407,1
2.9785,1.6472,1
2.9785,1.6585,1
2.9936,1.6697,1
2.9936,1.7028,1
2.9937,1.6818,1
2.9937,1.6818,1
2.9937,1.6842,1
2.9937,1.6802,1
2.9937,1.6794,1
2.9937,1.6689,1
2.9938,1.6601,1
2.9938,1.6480,1
2.9938,1.6367,1
2.9938,1.6214,1
2.9938,1.6117,1
2.9938,1.6109,1
2.9939,1.6085,1
2.9939,1.6182,1
2.9939,1.6238,1
2.9939,1.6407,1
2.9939,1.6520,1
2.9939,1.6625,1
2.9940,1.6730,1
2.9940,1.6810,1
2.9940,1.6875,1
2.9940,1.6875,1
2.9940,1.6859,1
2.9940,1.6842,1
2.9941,1.6770,1
2.9941,1.6714,1
2.9941,1.6585,1
2.9941,1.6488,1
2.9941,1.6367,1
3.0097,1.6286,1
3.0097,1.6222,1
3.0097,1.6246,1
3.0098,1.6158,1
3.0098,1.6190,1
3.0098,1.6278,1
3.0098,1.6375,1
3.0098,1.6472,1
3.0098,1.6601,1
3.0099,1.6714,1
3.0099,1.6762,1
3.0099,1.6826,1
3.0099,1.6842,1
3.0099,1.6867,1
3.0099,1.6826,1
3.0100,1.6770,1
3.0100,1.6714,1
3.0100,1.6625,1
3.0100,1.6528,1
3.0100,1.6399,1
3.0100,1.6286,1
3.0100,1.6166,1
3.0101,1.6133,1
3.0101,1.6117,1
3.0101,1.6190,1
3.0101,1.6286,1
3.0101,1.6375,1
3.0101,1.6504,1
3.0102,1.6633,1
3.0102,1.6738,1
3.0102,1.6794,1
3.0102,1.6851,1
3.0258,1.6834,1
3.0258,1.6842,1
3.0258,1.6770,1
3.0259,1.6778,1
3.0259,1.6681,1
3.0259,1.6568,1
3.0259,1.6464,1
3.0259,1.6327,1
3.0259,1.6278,1
3.0260,1.6182,1
3.0260,1.6174,1
3.0260,1.6133,1
3.0260,1.6190,1
3.0260,1.6222,1
3.0260,1.6359,1
3.0261,1.6448,1
3.0261,1.6528,1
3.0261,1.6665,1
3.0261,1.6730,1
3.0261,1.6794,1
3.0261,1.6802,1
3.0261,1.6810,1
3.0262,1.6770,1
3.0262,1.6738,1
3.0262,1.6689,1
3.0262,1.6560,1
3.0262,1.6456,1
3.0262,1.6311,1
3.0263,1.6254,1
3.0263,1.6117,1
3.0263,1.6093,1
3.0263,1.6085,1
3.0263,1.6198,1
3.0427,1.6262,1
3.0427,1.6415,1
3.0428,1.6488,1
3.0428,1.6633,1
3.0428,1.6705,1
3.0428,1.6939,1
3.0428,1.6794,1
3.0428,1.6697,1
3.0429,1.6802,1
3.0429,1.6746,1
3.0429,1.6722,1
3.0429,1.6520,1
3.0429,1.6544,1
3.0429,1.6432,1
3.0430,1.6319,1
3.0430,1.5996,1
3.0430,1.6190,1
3.0430,1.6158,1
3.0430,1.6166,1
3.0430,1.6182,1
3.0431,1.6270,1
3.0431,1.6270,1
3.0431,1.6464,1
3.0431,1.6681,1
3.0431,1.6673,1
3.0431,1.7302,1
3.0431,1.6762,1
3.0432,1.6770,1
3.0432,1.6762,1
3.0432,1.6762,1
3.0432,1.6697,1
3.0432,1.6665,1
3.0432,1.6577,1
3.0433,1.6448,1
3.0598,1.6335,1
3.0599,1.6198,1
3.0599,1.6101,1
3.0599,1.6077,1
3.0599,1.6093,1
3.0599,1.6166,1
3.0600,1.6254,1
3.0600,1.6440,1
3.0600,1.6512,1
3.0600,1.6633,1
3.0600,1.6770,1
3.0600,1.6883,1
3.0601,1.6875,1
3.0601,1.6899,1
3.0601,1.6859,1
3.0601,1.6826,1
3.0601,1.6778,1
3.0601,1.6689,1
3.0601,1.6593,1
3.0602,1.6464,1
3.0602,1.6367,1
3.0602,1.6343,1
3.0602,1.6174,1
3.0602,1.6093,1
3.0602,1.6149,1
3.0603,1.6206,1
3.0603,1.6270,1
3.0603,1.6198,1
3.0603,1.6496,1
3.0603,1.6609,1
3.0603,1.6705,1
3.0604,1.7648,1
3.0604,1.6754,1
3.0604,1.7310,1
3.0772,1.6689,1
3.0773,1.6673,1
3.0773,1.6641,1
3.0773,1.6568,1
3.0773,1.6544,1
3.0773,1.6456,1
3.0773,1.6327,1
3.0774,1.6206,1
3.0774,1.6133,1
3.0774,1.6093,1
3.0774,1.6125,1
3.0774,1.6190,1
3.0774,1.6311,1
3.0775,1.6351,1
3.0775,1.6568,1
3.0775,1.6689,1
3.0775,1.6786,1
3.0775,1.6834,1
3.0775,1.6875,1
3.0776,1.6883,1
3.0776,1.6842,1
3.0776,1.6730,1
3.0776,1.6746,1
3.0776,1.6464,1
3.0776,1.6568,1
3.0776,1.6480,1
3.0777,1.6303,1
3.0777,1.6230,1
3.0777,1.6133,1
3.0777,1.6093,1
3.0777,1.6093,1
3.0777,1.6149,1
3.0778,1.6206,1
3.0778,1.6335,1
3.0778,1.6432,1
3.0951,1.6415,1
3.0951,1.6649,1
3.0951,1.7028,1
3.0951,1.6770,1
3.0951,1.6810,1
3.0951,1.6802,1
3.0952,1.6810,1
3.0952,1.6705,1
3.0952,1.7221,1
3.0952,1.6536,1
3.0952,1.6407,1
3.0952,1.6319,1
3.0953,1.6182,1
3.0953,1.6101,1
3.0953,1.6069,1
3.0953,1.6085,1
3.0953,1.6705,1
3.0953,1.6190,1
3.0954,1.6367,1
3.0954,1.6496,1
3.0954,1.6633,1
3.0954,1.6738,1
3.0954,1.6834,1
3.0954,1.6851,1
3.0955,1.6899,1
3.0955,1.6883,1
3.0955,1.6738,1
3.0955,1.6786,1
3.0955,1.6689,1
3.0955,1.6601,1
3.0956,1.6504,1
3.0956,1.6399,1
3.0956,1.6278,1
3.0956,1.6222,1
3.0956,1.6141,1
3.1129,1.6198,1
3.1129,1.6174,1
3.1129,1.6319,1
3.1129,1.6399,1
3.1129,1.6496,1
3.1130,1.6585,1
3.1130,1.6697,1
3.1130,1.6802,1
3.1130,1.6810,1
3.1130,1.6826,1
3.1130,1.6794,1
3.1131,1.6794,1
3.1131,1.6738,1
3.1131,1.6705,1
3.1131,1.6585,1
3.1131,1.6464,1
3.1131,1.6343,1
3.1132,1.6246,1
3.1132,1.6093,1
3.1132,1.6045,1
3.1132,1.6093,1
3.1132,1.6214,1
3.1132,1.6238,1
3.1132,1.6383,1
3.1133,1.6488,1
3.1133,1.6585,1
3.1133,1.6722,1
3.1133,1.6802,1
3.1133,1.6842,1
3.1133,1.6617,1
3.1134,1.6859,1
3.1134,1.6496,1
3.1134,1.6794,1
3.1134,1.6722,1
3.1134,1.6617,1
3.1134,1.6931,1
3.1322,1.6335,1
3.1322,1.6230,1
3.1322,1.6141,1
3.1322,1.6109,1
3.1322,1.6133,1
3.1323,1.6125,1
3.1323,1.6230,1
3.1323,1.6286,1
3.1323,1.6440,1
3.1323,1.6528,1
3.1323,1.6665,1
3.1323,1.6754,1
3.1324,1.6794,1
3.1324,1.6842,1
3.1324,1.6794,1
3.1324,1.6770,1
3.1324,1.6730,1
3.1324,1.6633,1
3.1324,1.6568,1
3.1325,1.6480,1
3.1325,1.6327,1
3.1325,1.6206,1
3.1325,1.6101,1
3.1325,1.6117,1
3.1325,1.6101,1
3.1326,1.5988,1
3.1326,1.6254,1
3.1326,1.6407,1
3.1326,1.6504,1
3.1326,1.6625,1
3.1326,1.6722,1
3.1326,1.6810,1
3.1327,1.6851,1
3.1327,1.6826,1
3.1327,1.6818,1
3.1327,1.6778,1
3.1327,1.6705,1
3.1328,1.6617,1
3.1328,1.6512,1
3.1514,1.6383,1
3.1515,1.6262,1
3.1515,1.6149,1
3.1515,1.6133,1
3.1515,1.6077,1
3.1515,1.6109,1
3.1516,1.6149,1
3.1516,1.6270,1
3.1516,1.6311,1
3.1516,1.6423,1
3.1516,1.6585,1
3.1516,1.6697,1
3.1516,1.6762,1
3.1517,1.6818,1
3.1517,1.6834,1
3.1517,1.6834,1
3.1517,1.6802,1
3.1517,1.6714,1
3.1517,1.6689,1
3.1518,1.6552,1
3.1518,1.6399,1
3.1518,1.6343,1
3.1518,1.6190,1
3.1518,1.6085,1
3.1518,1.6053,1
3.1519,1.6085,1
3.1519,1.6182,1
3.1519,1.6190,1
3.1519,1.6367,1
3.1519,1.6480,1
3.1519,1.6601,1
3.1519,1.6697,1
3.1520,1.6762,1
3.1520,1.6794,1
3.1520,1.6794,1
3.1520,1.6786,1
3.1520,1.6786,1
3.1520,1.6722,1
3.1713,1.6641,1
3.1713,1.6520,1
3.1713,1.6415,1
3.1713,1.6311,1
3.1713,1.6230,1
3.1713,1.6149,1
3.1714,1.6117,1
3.1714,1.6117,1
3.1714,1.6158,1
3.1714,1.6246,1
3.1714,1.6311,1
3.1714,1.6456,1
3.1715,1.6552,1
3.1715,1.6681,1
3.1715,1.6705,1
3.1715,1.6794,1
3.1715,1.6834,1
3.1715,1.6802,1
3.1716,1.6770,1
3.1716,1.6730,1
3.1716,1.6625,1
3.1716,1.6568,1
3.1716,1.6464,1
3.1716,1.6383,1
3.1716,1.6230,1
3.1717,1.6125,1
3.1717,1.6101,1
3.1717,1.6085,1
3.1717,1.6158,1
3.1717,1.6246,1
3.1718,1.6383,1
3.1718,1.6496,1
3.1718,1.6617,1
3.1718,1.6705,1
3.1718,1.6794,1
3.1718,1.6834,1
3.1719,1.6778,1
3.1719,1.6842,1
3.1719,1.6705,1
3.1719,1.6738,1
3.1909,1.6657,1
3.1910,1.6536,1
3.1911,1.6375,1
3.1911,1.6303,1
3.1911,1.6238,1
3.1912,1.6166,1
3.1912,1.6174,1
3.1912,1.6125,1
3.1912,1.6246,1
3.1912,1.6246,1
3.1912,1.6383,1
3.1912,1.6464,1
3.1913,1.6560,1
3.1913,1.6673,1
3.1913,1.6738,1
3.1913,1.6802,1
3.1913,1.6826,1
3.1913,1.6818,1
3.1914,1.6770,1
3.1914,1.6722,1
3.1914,1.6681,1
3.1914,1.6568,1
3.1914,1.6472,1
3.1914,1.6335,1
3.1914,1.6214,1
3.1915,1.6093,1
3.1915,1.6069,1
3.1915,1.6077,1
3.1915,1.6141,1
3.1915,1.6222,1
3.1915,1.6367,1
3.1916,1.6472,1
3.1916,1.6617,1
3.1916,1.6697,1
3.1916,1.6794,1
3.1916,1.6826,1
3.1916,1.6842,1
3.1916,1.6818,1
3.1917,1.6770,1
3.2107,1.6722,1
3.2107,1.6649,1
3.2107,1.6528,1
3.2107,1.6407,1
3.2108,1.6303,1
3.2108,1.6238,1
3.2108,1.6133,1
3.2108,1.6117,1
3.2108,1.6125,1
3.2108,1.6149,1
3.2108,1.6246,1
3.2109,1.6391,1
3.2109,1.6472,1
3.2109,1.6585,1
3.2109,1.6689,1
3.2109,1.6770,1
3.2109,1.6818,1
3.2109,1.6810,1
3.2110,1.6826,1
3.2110,1.6834,1
3.2110,1.6754,1
3.2110,1.6681,1
3.2110,1.6601,1
3.2110,1.6423,1
3.2111,1.6311,1
3.2111,1.6206,1
3.2111,1.6133,1
3.2111,1.6109,1
3.2111,1.6109,1
3.2111,1.6182,1
3.2111,1.6286,1
3.2112,1.6399,1
3.2112,1.6504,1
3.2112,1.6649,1
3.2112,1.6722,1
3.2112,1.6794,1
3.2112,1.6834,1
3.2113,1.6834,1
3.2113,1.6842,1
3.2113,1.6802,1
3.2305,1.6714,1
3.2306,1.6689,1
3.2306,1.6528,1
3.2306,1.6456,1
3.2306,1.6327,1
3.2307,1.6262,1
3.2307,1.6182,1
3.2307,1.6158,1
3.2307,1.6166,1
3.2307,1.6166,1
3.2307,1.6278,1
3.2308,1.6327,1
3.2308,1.6496,1
3.2308,1.6593,1
3.2308,1.6697,1
3.2308,1.6778,1
3.2308,1.6826,1
3.2309,1.6851,1
3.2309,1.6842,1
3.2309,1.6770,1
3.2309,1.6754,1
3.2309,1.6697,1
3.2309,1.6568,1
3.2310,1.6472,1
3.2310,1.6359,1
3.2310,1.6230,1
3.2310,1.6109,1
3.2310,1.6109,1
3.2310,1.6109,1
3.2310,1.6166,1
3.2311,1.6230,1
3.2311,1.6375,1
3.2311,1.6480,1
3.2311,1.6568,1
3.2311,1.6714,1
3.2311,1.6762,1
3.2312,1.6810,1
3.2312,1.6794,1
3.2312,1.6802,1
3.2505,1.6786,1
3.2506,1.6730,1
3.2506,1.6657,1
3.2506,1.6528,1
3.2506,1.6440,1
3.2506,1.6295,1
3.2506,1.6254,1
3.2506,1.6158,1
3.2507,1.6085,1
3.2507,1.6125,1
3.2507,1.6149,1
3.2507,1.6246,1
3.2507,1.6327,1
3.2508,1.6472,1
3.2508,1.6544,1
3.2508,1.6673,1
3.2508,1.6754,1
3.2508,1.6818,1
3.2508,1.6851,1
3.2508,1.6826,1
3.2509,1.6794,1
3.2509,1.6738,1
3.2509,1.6681,1
3.2509,1.6593,1
3.2509,1.6472,1
3.2509,1.6367,1
3.2510,1.6246,1
3.2510,1.6085,1
3.2510,1.6101,1
3.2510,1.6077,1
3.2510,1.6149,1
3.2510,1.6222,1
3.2511,1.6367,1
3.2511,1.6480,1
3.2511,1.6601,1
3.2511,1.6714,1
3.2511,1.6826,1
3.2511,1.6842,1
3.2512,1.6834,1
3.2512,1.6818,1
3.2705,1.6802,1
3.2706,1.6746,1
3.2706,1.6673,1
3.2706,1.6577,1
3.2706,1.6480,1
3.2706,1.6319,1
3.2706,1.6149,1
3.2706,1.6149,1
3.2707,1.6101,1
3.2707,1.6141,1
3.2707,1.6214,1
3.2707,1.6238,1
3.2707,1.6335,1
3.2707,1.6432,1
3.2708,1.6577,1
3.2708,1.6673,1
3.2708,1.6705,1
3.2708,1.6762,1
3.2708,1.6818,1
3.2708,1.6802,1
3.2709,1.6778,1
3.2709,1.6730,1
3.2709,1.6633,1
3.2709,1.6593,1
3.2709,1.6464,1
3.2709,1.6343,1
3.2710,1.6206,1
3.2710,1.6069,1
3.2710,1.6061,1
3.2710,1.6053,1
3.2710,1.6133,1
3.2710,1.6198,1
3.2711,1.6367,1
3.2711,1.6464,1
3.2711,1.6560,1
