Zaman (sn),CH1 (V),CH2 (V),Label
63.9935,1.6585,1.5900,3
63.9935,1.6568,1.5811,3
63.9935,1.6617,1.5763,3
63.9935,1.6641,1.5666,3
63.9935,1.6649,1.5730,3
63.9935,1.6625,1.5875,3
63.9935,1.6649,1.5972,3
63.9935,1.6689,1.6061,3
63.9935,1.6705,1.6190,3
63.9935,1.6697,1.6166,3
63.9935,1.6649,1.6319,3
63.9935,1.6681,1.6343,3
63.9935,1.6641,1.6375,3
63.9935,1.6697,1.6407,3
63.9935,1.6730,1.6327,3
63.9935,1.6754,1.6174,3
63.9935,1.6754,1.6238,3
63.9935,1.6770,1.6085,3
63.9935,1.6794,1.6045,3
63.9935,1.6738,1.5988,3
63.9935,1.6778,1.5875,3
63.9935,1.6689,1.5811,3
63.9935,1.6681,1.6004,3
63.9935,1.6609,1.6166,3
63.9935,1.6633,1.6262,3
63.9935,1.6625,1.6343,3
63.9935,1.6593,1.6077,3
63.9935,1.6633,1.6012,3
63.9935,1.6609,1.5980,3
63.9935,1.6625,1.5988,3
63.9935,1.6609,1.6085,3
63.9935,1.6714,1.6077,3
63.9935,1.6714,1.5867,3
63.9935,1.6714,1.5811,3
63.9935,1.6697,1.5827,3
63.9935,1.6722,1.5795,3
63.9935,1.6681,1.6021,3
63.9935,1.6665,1.6101,3
63.9935,1.6697,1.6174,3
63.9935,1.6689,1.6254,3
64.0414,1.6649,1.6029,3
64.0414,1.6657,1.6085,3
64.0414,1.6649,1.6262,3
64.0414,1.6609,1.6254,3
64.0414,1.6585,1.6270,3
64.0414,1.6585,1.6206,3
64.0414,1.6601,1.5964,3
64.0414,1.6568,1.5956,3
64.0414,1.6585,1.5932,3
64.0414,1.6585,1.5916,3
64.0414,1.6585,1.6206,3
64.0414,1.6601,1.6061,3
64.0414,1.6633,1.6141,3
64.0414,1.6673,1.6029,3
64.0414,1.6689,1.5932,3
64.0414,1.6722,1.6021,3
64.0414,1.6730,1.6206,3
64.0414,1.6714,1.6278,3
64.0414,1.6730,1.6254,3
64.0414,1.6859,1.6222,3
64.0414,1.6842,1.6029,3
64.0414,1.6754,1.6206,3
64.0414,1.6762,1.6182,3
64.0414,1.6778,1.6093,3
64.0414,1.6754,1.6093,3
64.0414,1.6697,1.6012,3
64.0414,1.6762,1.5972,3
64.0414,1.6697,1.6125,3
64.0414,1.6649,1.6270,3
64.0414,1.6609,1.6278,3
64.0414,1.6657,1.6367,3
64.0414,1.6673,1.6286,3
64.0414,1.6657,1.6214,3
64.0414,1.6665,1.6367,3
64.0414,1.6657,1.6367,3
64.0414,1.6697,1.6335,3
64.0414,1.6657,1.6480,3
64.0414,1.6738,1.6254,3
64.0414,1.6722,1.6158,3
64.0414,1.6697,1.6222,3
64.0414,1.6633,1.6198,3
64.0414,1.6649,1.6286,3
64.0414,1.6625,1.6367,3
64.0414,1.6649,1.6464,3
64.0414,1.6673,1.6423,3
64.0414,1.6633,1.6440,3
64.0414,1.6617,1.6367,3
64.0414,1.6657,1.6448,3
64.0414,1.6649,1.6440,3
64.0414,1.6585,1.6375,3
64.0414,1.6673,1.6351,3
64.0414,1.6673,1.6327,3
64.0414,1.6786,1.6149,3
64.0414,1.6762,1.6158,3
64.0414,1.6770,1.6270,3
64.0414,1.6778,1.6222,3
64.0414,1.6697,1.6246,3
64.0414,1.6681,1.6093,3
64.0414,1.6689,1.6149,3
64.0414,1.6617,1.6149,3
64.0414,1.6568,1.6174,3
64.0414,1.6617,1.6109,3
64.0414,1.6520,1.6133,3
64.0414,1.6512,1.6158,3
64.0414,1.6536,1.6182,3
64.0414,1.6536,1.6311,3
64.0414,1.6665,1.6351,3
64.0414,1.6641,1.6415,3
64.0414,1.6697,1.6440,3
64.0414,1.6770,1.6480,3
64.0414,1.6746,1.6303,3
64.0414,1.6738,1.6262,3
64.0414,1.6754,1.6286,3
64.0414,1.6746,1.6198,3
64.0414,1.6697,1.6004,3
64.0414,1.6714,1.5916,3
64.0414,1.6673,1.5811,3
64.0414,1.6657,1.5940,3
64.0414,1.6649,1.6133,3
64.0414,1.6681,1.6109,3
64.0414,1.6697,1.6166,3
64.0414,1.6673,1.6174,3
64.0414,1.6665,1.6166,3
64.0414,1.6673,1.6174,3
64.0414,1.6657,1.6270,3
64.0414,1.6657,1.6375,3
64.0414,1.6649,1.6480,3
64.0414,1.6673,1.6432,3
64.0414,1.6649,1.6109,3
64.0414,1.6673,1.5964,3
64.0414,1.6657,1.5956,3
64.0414,1.6625,1.5956,3
64.0414,1.6633,1.6029,3
64.0414,1.6665,1.5956,3
64.0414,1.6665,1.5892,3
64.0894,1.6649,1.5843,4
64.0894,1.6609,1.5851,4
64.0894,1.6544,1.5859,4
64.0894,1.6528,1.5996,4
64.0894,1.6496,1.6101,4
64.0894,1.6568,1.6230,4
64.0894,1.6633,1.6295,4
64.0894,1.6617,1.6407,4
64.0899,1.6593,1.6335,4
64.0899,1.6593,1.6391,4
64.0899,1.6568,1.6303,4
64.0899,1.6568,1.6093,4
64.0899,1.6665,1.6149,4
64.0899,1.6665,1.6101,4
64.0899,1.6657,1.6286,4
64.0899,1.6625,1.6311,4
64.0899,1.6593,1.6311,4
64.0899,1.6568,1.6117,4
64.0899,1.6609,1.6286,4
64.0899,1.6673,1.6295,4
64.0899,1.6673,1.6415,4
64.0899,1.6585,1.6544,4
64.0899,1.6593,1.6415,4
64.0899,1.6609,1.6327,4
64.0899,1.6601,1.6198,4
64.0899,1.6528,1.6182,4
64.0899,1.6593,1.6206,4
64.0899,1.6609,1.6295,4
64.0899,1.6536,1.6270,4
64.0899,1.6480,1.6311,4
64.0899,1.6528,1.6254,4
64.0899,1.6633,1.6166,4
64.0899,1.6577,1.6214,4
64.0899,1.6617,1.6327,4
64.0899,1.6609,1.6319,4
64.0899,1.6625,1.6359,4
64.0899,1.6601,1.6367,4
64.0899,1.6665,1.6496,4
64.0899,1.6657,1.6456,4
64.0899,1.6633,1.6504,4
64.0899,1.6649,1.6633,4
64.0899,1.6673,1.6714,4
64.0899,1.6665,1.6714,4
64.0899,1.6593,1.6673,4
64.0899,1.6617,1.6617,4
64.0899,1.6593,1.6585,4
64.0899,1.6536,1.6544,4
64.0899,1.6504,1.6383,4
64.0899,1.6504,1.6375,4
64.0899,1.6472,1.6335,4
64.0899,1.6456,1.6295,4
64.0899,1.6488,1.6295,4
64.0899,1.6480,1.6319,4
64.0899,1.6472,1.6367,4
64.0899,1.6496,1.6335,4
64.0899,1.6568,1.6407,4
64.0899,1.6568,1.6415,4
64.0899,1.6601,1.6359,4
64.0899,1.6617,1.6391,4
64.0899,1.6657,1.6303,4
64.0899,1.6625,1.6311,4
64.0899,1.6617,1.6262,4
64.0899,1.6625,1.6270,4
64.0899,1.6625,1.6077,4
64.0899,1.6585,1.6166,4
64.0899,1.6585,1.6149,4
64.0899,1.6552,1.6214,4
64.0899,1.6456,1.6286,4
64.0899,1.6464,1.6270,4
64.0899,1.6488,1.6246,4
64.0899,1.6496,1.6254,4
64.0899,1.6480,1.6383,4
64.0899,1.6528,1.6303,4
64.0899,1.6536,1.6464,4
64.0899,1.6520,1.6399,4
64.0899,1.6705,1.6198,4
64.0899,1.6722,1.6117,4
64.0899,1.6689,1.6214,4
64.0899,1.6657,1.6319,4
64.0899,1.6705,1.6367,4
64.0899,1.6714,1.6407,4
64.0899,1.6649,1.6432,4
64.0899,1.6625,1.6464,4
64.0899,1.6681,1.6415,4
64.0899,1.6697,1.6464,4
64.0899,1.6488,1.6593,4
64.0899,1.6552,1.6601,4
64.0899,1.6617,1.6488,4
64.0899,1.6625,1.6359,4
64.0899,1.6609,1.6367,4
64.0899,1.6617,1.6295,4
64.0899,1.6705,1.6351,4
64.0899,1.6665,1.6415,4
64.0899,1.6601,1.6464,4
64.0899,1.6601,1.6423,4
64.0899,1.6585,1.6399,4
64.1372,1.6617,1.6536,4
64.1372,1.6665,1.6512,4
64.1372,1.6657,1.6617,4
64.1372,1.6625,1.6681,4
64.1372,1.6689,1.6601,4
64.1372,1.6657,1.6448,4
64.1372,1.6609,1.6456,4
64.1372,1.6625,1.6528,4
64.1372,1.6649,1.6593,4
64.1372,1.6601,1.6649,4
64.1372,1.6577,1.6560,4
64.1372,1.6552,1.6625,4
64.1372,1.6560,1.6464,4
64.1372,1.6278,1.6536,4
64.1372,1.6270,1.6705,4
64.1372,1.6311,1.6778,4
64.1372,1.6351,1.6649,4
64.1372,1.6367,1.6601,4
64.1372,1.6415,1.6440,4
64.1372,1.6391,1.6375,4
64.1372,1.6351,1.6311,4
64.1372,1.6327,1.6262,4
64.1372,1.6359,1.6327,4
64.1372,1.6633,1.6246,4
64.1372,1.6568,1.6045,4
64.1372,1.6560,1.6012,4
64.1372,1.6585,1.6117,4
64.1372,1.6568,1.6101,4
64.1372,1.6520,1.6295,4
64.1372,1.6609,1.6303,4
64.1372,1.6633,1.6383,4
64.1372,1.6295,1.6319,4
64.1372,1.6319,1.6399,4
64.1372,1.6327,1.6472,4
64.1372,1.6335,1.6585,4
64.1372,1.6303,1.6601,4
64.1372,1.6295,1.6399,4
64.1372,1.6286,1.6399,4
64.1372,1.6286,1.6270,4
64.1372,1.6343,1.6230,4
64.1372,1.6295,1.6190,4
64.1372,1.6601,1.6214,4
64.1372,1.6577,1.6190,4
64.1372,1.6625,1.6061,4
64.1372,1.6585,1.6069,4
64.1372,1.6585,1.6101,4
64.1372,1.6633,1.6343,4
64.1372,1.6641,1.6238,4
64.1372,1.6609,1.6278,4
64.1372,1.6536,1.6351,4
64.1372,1.6593,1.6399,4
64.1372,1.6568,1.6448,4
64.1372,1.6544,1.6335,4
64.1372,1.6560,1.6383,4
64.1372,1.6585,1.6311,4
64.1372,1.6560,1.6021,4
64.1372,1.6536,1.5964,4
64.1372,1.6552,1.6029,4
64.1372,1.6577,1.5964,4
64.1372,1.6593,1.5980,4
64.1372,1.6585,1.5892,4
64.1372,1.6633,1.5867,4
64.1372,1.6593,1.6021,4
64.1372,1.6488,1.6069,4
64.1372,1.6560,1.6109,4
64.1372,1.6601,1.6343,4
64.1372,1.6601,1.6335,4
64.1372,1.6609,1.6375,4
64.1372,1.6633,1.6319,4
64.1372,1.6665,1.6278,4
64.1372,1.6617,1.6278,4
64.1372,1.6641,1.6214,4
64.1372,1.6681,1.6012,4
64.1372,1.6738,1.5948,4
64.1372,1.6681,1.5916,4
64.1372,1.6657,1.5819,4
64.1372,1.6617,1.5747,4
64.1372,1.6609,1.5553,4
64.1372,1.6601,1.5553,4
64.1372,1.6560,1.5618,4
64.1372,1.6577,1.5650,4
64.1372,1.6585,1.5722,4
64.1372,1.6617,1.5835,4
64.1372,1.6585,1.5859,4
64.1372,1.6577,1.5811,4
64.1372,1.6649,1.5787,4
64.1372,1.6681,1.5908,4
64.1372,1.6657,1.5924,4
64.1372,1.6649,1.6045,4
64.1372,1.6609,1.6004,4
64.1372,1.6609,1.6029,4
64.1372,1.6593,1.5980,4
64.1372,1.6617,1.6004,4
64.1372,1.6633,1.5884,4
64.1372,1.6641,1.5843,4
64.1372,1.6609,1.5924,4
64.1842,1.6609,1.5779,4
64.1842,1.6577,1.5811,4
64.1842,1.6560,1.5738,4
64.1842,1.6633,1.5779,4
64.1842,1.6649,1.5900,4
64.1842,1.6617,1.5948,4
64.1842,1.6593,1.5916,4
64.1842,1.6593,1.5940,4
64.1842,1.6585,1.5916,4
64.1842,1.6560,1.5892,4
64.1842,1.6609,1.5996,4
64.1842,1.6649,1.6085,4
64.1842,1.6665,1.6133,4
64.1842,1.6649,1.6053,4
64.1842,1.6633,1.5900,4
64.1842,1.6657,1.5747,4
64.1842,1.6641,1.5658,4
64.1842,1.6641,1.5803,4
64.1842,1.6641,1.5988,4
64.1842,1.6625,1.6045,4
64.1842,1.6601,1.5924,4
64.1842,1.6609,1.5892,4
64.1842,1.6577,1.5859,4
64.1842,1.6520,1.5924,4
64.1842,1.6560,1.5956,4
64.1842,1.6585,1.6286,4
64.1842,1.6585,1.6359,4
64.1842,1.6593,1.6311,4
64.1842,1.6633,1.6198,4
64.1842,1.6625,1.6053,4
64.1842,1.6585,1.6133,4
64.1842,1.6593,1.6158,4
64.1842,1.6601,1.6246,4
64.1842,1.6617,1.6085,4
64.1842,1.6568,1.5996,4
64.1842,1.6568,1.5674,4
64.1842,1.6568,1.5771,4
64.1842,1.6512,1.5819,4
64.1842,1.6496,1.5859,4
64.1842,1.6528,1.5980,4
64.1842,1.6520,1.5980,4
64.1842,1.6536,1.6045,4
64.1842,1.6544,1.5972,4
64.1842,1.6601,1.6069,4
64.1842,1.6593,1.6085,4
64.1842,1.6577,1.6262,4
64.1842,1.6568,1.6198,4
64.1842,1.6560,1.6133,4
64.1842,1.6544,1.6198,4
64.1842,1.6560,1.6166,4
64.1842,1.6568,1.6190,4
64.1842,1.6488,1.6158,4
64.1842,1.6512,1.6109,4
64.1842,1.6472,1.6085,4
64.1842,1.6488,1.6149,4
64.1842,1.6472,1.6077,4
64.1842,1.6480,1.6125,4
64.1842,1.6528,1.6158,4
64.1842,1.6512,1.6149,4
64.1842,1.6504,1.6222,4
64.1842,1.6488,1.6012,4
64.1842,1.6536,1.5924,4
64.1842,1.6528,1.5908,4
64.1842,1.6528,1.5956,4
64.1842,1.6504,1.5932,4
64.1842,1.6520,1.6085,4
64.1842,1.6544,1.6133,4
64.1842,1.6560,1.6174,4
64.1842,1.6528,1.6085,4
64.1842,1.6440,1.6069,4
64.1842,1.6488,1.6214,4
64.1842,1.6472,1.6182,4
64.1842,1.6472,1.6343,4
64.1842,1.6512,1.6270,4
64.1842,1.6520,1.6222,4
64.1842,1.6472,1.6133,4
64.1842,1.6504,1.6125,4
64.1842,1.6512,1.6077,4
64.1842,1.6528,1.6093,4
64.1842,1.6593,1.6125,4
64.1842,1.6681,1.6286,4
64.1842,1.6705,1.6359,4
64.1842,1.6673,1.6367,4
64.1842,1.6657,1.6399,4
64.1842,1.6689,1.6238,4
64.1842,1.6657,1.6254,4
64.1842,1.6577,1.6222,4
64.1842,1.6625,1.6206,4
64.1842,1.6665,1.6319,4
64.1842,1.6617,1.6295,4
64.1842,1.6496,1.6254,4
64.1842,1.6504,1.6295,4
64.1842,1.6520,1.6238,4
64.1842,1.6440,1.6254,4
64.2317,1.6488,1.6496,4
64.2317,1.6560,1.6456,4
64.2317,1.6568,1.6303,4
64.2317,1.6496,1.6214,4
64.2317,1.6504,1.6045,4
64.2317,1.6552,1.5980,4
64.2317,1.6552,1.5972,4
64.2317,1.6585,1.5956,4
64.2317,1.6617,1.5964,4
64.2317,1.6657,1.6012,4
64.2317,1.6577,1.6037,4
64.2317,1.6601,1.6093,4
64.2317,1.6593,1.6238,4
64.2317,1.6568,1.6327,4
64.2317,1.6609,1.6319,4
64.2317,1.6601,1.6367,4
64.2317,1.6520,1.6174,4
64.2317,1.6488,1.6206,4
64.2317,1.6480,1.6270,4
64.2317,1.6496,1.6254,4
64.2317,1.6480,1.6206,4
64.2317,1.6496,1.6069,4
64.2317,1.6544,1.6158,4
64.2317,1.6504,1.6174,4
64.2317,1.6480,1.6214,4
64.2317,1.6488,1.6166,4
64.2317,1.6552,1.6456,4
64.2317,1.6528,1.6319,4
64.2317,1.6560,1.6351,4
64.2317,1.6568,1.6278,4
64.2317,1.6496,1.6303,4
64.2317,1.6464,1.6295,4
64.2317,1.6464,1.6206,4
64.2317,1.6480,1.6133,4
64.2317,1.6585,1.6133,4
64.2317,1.6625,1.5988,4
64.2317,1.6625,1.5884,4
64.2317,1.6617,1.5956,4
64.2317,1.6577,1.6012,4
64.2317,1.6601,1.6029,4
64.2317,1.6673,1.5996,4
64.2317,1.6641,1.6085,4
64.2317,1.6673,1.6037,4
64.2317,1.6697,1.6069,4
64.2317,1.6536,1.6125,4
64.2317,1.6512,1.6375,4
64.2317,1.6568,1.6295,4
64.2317,1.6544,1.6295,4
64.2317,1.6544,1.6117,4
64.2317,1.6577,1.6174,4
64.2317,1.6544,1.6158,4
64.2317,1.6625,1.6117,4
64.2317,1.6577,1.6246,4
64.2317,1.6609,1.6101,4
64.2317,1.6625,1.5988,4
64.2317,1.6601,1.5892,4
64.2317,1.6609,1.5908,4
64.2317,1.6891,1.5900,4
64.2317,1.6842,1.5980,4
64.2317,1.6786,1.5900,4
64.2317,1.6834,1.5900,4
64.2317,1.6754,1.5940,4
64.2317,1.6722,1.5819,4
64.2317,1.6722,1.5948,4
64.2317,1.6722,1.6109,4
64.2317,1.6689,1.6238,4
64.2317,1.6665,1.6278,4
64.2317,1.6520,1.6343,4
64.2317,1.6560,1.6295,4
64.2317,1.6585,1.6198,4
64.2317,1.6617,1.6254,4
64.2317,1.6633,1.6319,4
64.2317,1.6601,1.6319,4
64.2317,1.6609,1.6278,4
64.2317,1.6633,1.6061,4
64.2317,1.6665,1.6004,4
64.2317,1.6665,1.5940,4
64.2317,1.6609,1.5964,4
64.2317,1.6601,1.5996,4
64.2317,1.6601,1.6093,4
64.2317,1.6568,1.6077,4
64.2317,1.6601,1.5948,4
64.2317,1.6673,1.5884,4
64.2317,1.6649,1.5867,4
64.2317,1.6625,1.6061,4
64.2317,1.6625,1.5924,4
64.2317,1.6577,1.6061,4
64.2317,1.6544,1.6029,4
64.2317,1.6601,1.6093,4
64.2317,1.6625,1.6133,4
64.2317,1.6407,1.6190,4
64.2317,1.6456,1.6190,4
64.2317,1.6456,1.6303,4
64.2317,1.6464,1.6351,4
64.2317,1.6472,1.6286,4
64.2795,1.6472,1.6415,4
64.2795,1.6480,1.6303,4
64.2795,1.6472,1.5900,4
64.2795,1.6432,1.5456,4
64.2795,1.6432,1.5513,4
64.2800,1.6625,1.5416,4
64.2800,1.6560,1.5569,4
64.2800,1.6552,1.5537,4
64.2800,1.6560,1.5601,4
64.2800,1.6528,1.5642,4
64.2800,1.6544,1.5618,4
64.2800,1.6568,1.5448,4
64.2800,1.6568,1.5827,4
64.2800,1.6544,1.6214,4
64.2800,1.6544,1.6125,4
64.2800,1.6528,1.6101,4
64.2800,1.6496,1.5988,4
64.2800,1.6504,1.5908,4
64.2800,1.6504,1.5779,4
64.2800,1.6480,1.5738,4
64.2800,1.6415,1.5610,4
64.2800,1.6448,1.5827,4
64.2800,1.6448,1.5658,4
64.2800,1.6464,1.5553,4
64.2800,1.6464,1.5569,4
64.2800,1.6496,1.5771,4
64.2800,1.6512,1.5803,4
64.2800,1.6496,1.5900,4
64.2800,1.6528,1.5972,4
64.2800,1.6568,1.6004,4
64.2800,1.6617,1.6012,4
64.2800,1.6601,1.5827,4
64.2800,1.6617,1.5956,4
64.2800,1.6585,1.5892,4
64.2800,1.6552,1.5940,4
64.2800,1.6625,1.5690,4
64.2800,1.6609,1.5722,4
64.2800,1.6585,1.5626,4
64.2800,1.6536,1.5634,4
64.2800,1.6536,1.5610,4
64.2800,1.6480,1.5706,4
64.2800,1.6464,1.5900,4
64.2800,1.6512,1.5875,4
64.2800,1.6552,1.5843,4
64.2800,1.6560,1.5859,4
64.2800,1.6480,1.6004,4
64.2800,1.6512,1.5900,4
64.2800,1.6528,1.5908,4
64.2800,1.6528,1.5948,4
64.2800,1.6560,1.5755,4
64.2800,1.6568,1.5690,4
64.2800,1.6552,1.5658,4
64.2800,1.6472,1.5803,4
64.2800,1.6464,1.5972,4
64.2800,1.6423,1.5908,4
64.2800,1.6415,1.5698,4
64.2800,1.6432,1.5884,4
64.2800,1.6448,1.5980,4
64.2800,1.6448,1.5972,4
64.2800,1.6440,1.6061,4
64.2800,1.6488,1.6117,4
64.2800,1.6504,1.5996,4
64.2800,1.6520,1.5980,4
64.2800,1.6536,1.5924,4
64.2800,1.6544,1.5948,4
64.2800,1.6504,1.6206,4
64.2800,1.6512,1.5996,4
64.2800,1.6528,1.5980,4
64.2800,1.6520,1.5964,4
64.2800,1.6472,1.6069,4
64.2800,1.6520,1.6069,4
64.2800,1.6496,1.6214,4
64.2800,1.6504,1.6125,4
64.2800,1.6504,1.6133,4
64.2800,1.6536,1.5940,4
64.2800,1.6593,1.5924,4
64.2800,1.6520,1.5956,4
64.2800,1.6520,1.6021,4
64.2800,1.6520,1.6004,4
64.2800,1.6488,1.6012,4
64.2800,1.6472,1.6037,4
64.2800,1.6512,1.5996,4
64.2800,1.6520,1.6085,4
64.2800,1.6504,1.6101,4
64.2800,1.6488,1.6262,4
64.2800,1.6480,1.6141,4
64.2800,1.6512,1.6246,4
64.2800,1.6504,1.6077,4
64.2800,1.6423,1.6037,4
64.2800,1.6456,1.6101,4
64.2800,1.6407,1.6101,4
64.2800,1.6423,1.6037,4
64.2800,1.6423,1.5964,4
64.2800,1.6415,1.6093,4
64.2800,1.6448,1.6069,4
64.3276,1.6432,1.6303,4
64.3276,1.6448,1.6295,4
64.3276,1.6448,1.6327,4
64.3276,1.6560,1.6335,4
64.3276,1.6544,1.6125,4
64.3276,1.6504,1.5940,4
64.3276,1.6512,1.6133,4
64.3276,1.6520,1.6133,4
64.3276,1.6512,1.5948,4
64.3276,1.6488,1.5932,4
64.3276,1.6504,1.5674,4
64.3276,1.6504,1.5601,4
64.3276,1.6472,1.5763,4
64.3276,1.6480,1.5916,4
64.3276,1.6536,1.6101,4
64.3276,1.6560,1.6254,4
64.3276,1.6512,1.6101,4
64.3276,1.6512,1.6125,4
64.3276,1.6496,1.6141,4
64.3276,1.6480,1.6311,4
64.3276,1.6488,1.6504,4
64.3276,1.6480,1.6512,4
64.3276,1.6464,1.6295,4
64.3276,1.6456,1.6246,4
64.3276,1.6464,1.6190,4
64.3276,1.6480,1.6053,4
64.3276,1.6464,1.6021,4
64.3276,1.6504,1.6012,4
64.3276,1.6577,1.6109,4
64.3276,1.6585,1.5932,4
64.3276,1.6552,1.5835,4
64.3276,1.6577,1.5738,4
64.3276,1.6601,1.5803,4
64.3276,1.6593,1.5932,4
64.3276,1.6609,1.6004,4
64.3276,1.6601,1.6085,4
64.3276,1.6625,1.6069,4
64.3276,1.6593,1.6133,4
64.3276,1.6730,1.5988,4
64.3276,1.6649,1.6133,4
64.3276,1.6657,1.6053,4
64.3276,1.6697,1.6077,4
64.3276,1.6697,1.6045,4
64.3276,1.6673,1.5940,4
64.3276,1.6665,1.5972,4
64.3276,1.6697,1.6037,4
64.3276,1.6423,1.5956,4
64.3276,1.6480,1.5851,4
64.3276,1.6367,1.5988,4
64.3276,1.6407,1.5859,4
64.3276,1.6423,1.5932,4
64.3276,1.6432,1.6061,4
64.3276,1.6496,1.6230,4
64.3276,1.6504,1.6093,4
64.3276,1.6504,1.5964,4
64.3276,1.6520,1.5779,4
64.3276,1.6770,1.5908,4
64.3276,1.6657,1.6109,4
64.3276,1.6617,1.6053,4
64.3276,1.6657,1.6093,4
64.3276,1.6641,1.6053,4
64.3276,1.6601,1.6069,4
64.3276,1.6593,1.5956,4
64.3276,1.6577,1.5988,4
64.3276,1.6488,1.6069,4
64.3276,1.6464,1.6190,4
64.3276,1.6496,1.6149,4
64.3276,1.6520,1.5972,4
64.3276,1.6512,1.6012,4
64.3276,1.6778,1.6077,4
64.3276,1.6738,1.6061,4
64.3276,1.6851,1.6029,4
64.3276,1.6842,1.6053,4
64.3276,1.6851,1.6085,4
64.3276,1.6875,1.6141,4
64.3276,1.6826,1.6270,4
64.3276,1.6810,1.6166,4
64.3276,1.6810,1.5980,4
64.3276,1.6754,1.6021,4
64.3276,1.6504,1.6029,4
64.3276,1.6544,1.6109,4
64.3276,1.6440,1.6093,4
64.3276,1.6423,1.6141,4
64.3276,1.6496,1.6061,4
64.3276,1.6560,1.5843,4
64.3276,1.6601,1.5682,4
64.3276,1.6673,1.5722,4
64.3276,1.6738,1.5940,4
64.3276,1.6794,1.5940,4
64.3276,1.6778,1.5795,4
64.3276,1.6810,1.5771,4
64.3276,1.6770,1.5706,4
64.3276,1.6762,1.5690,4
64.3276,1.6754,1.5771,4
64.3276,1.6762,1.5916,4
64.3276,1.6738,1.6254,4
64.3747,1.6633,1.6359,4
64.3747,1.6625,1.6383,4
64.3747,1.6617,1.6286,4
64.3747,1.6601,1.6375,4
64.3747,1.6593,1.6407,4
64.3747,1.6617,1.6423,4
64.3747,1.6593,1.6415,4
64.3747,1.6560,1.6391,4
64.3747,1.6577,1.6367,4
64.3747,1.6568,1.6012,4
64.3747,1.6593,1.6012,4
64.3747,1.6568,1.6029,4
64.3747,1.6577,1.6045,4
64.3747,1.6568,1.5972,4
64.3747,1.6560,1.5940,4
64.3747,1.6544,1.5763,4
64.3747,1.6577,1.5835,4
64.3747,1.6585,1.6045,4
64.3747,1.6560,1.6214,4
64.3747,1.6577,1.6295,4
64.3747,1.6577,1.6149,4
64.3747,1.6536,1.6174,4
64.3747,1.6585,1.6222,4
64.3747,1.6625,1.6335,4
64.3747,1.6609,1.6399,4
64.3747,1.6633,1.6601,4
64.3747,1.6617,1.6432,4
64.3747,1.6544,1.6182,4
64.3747,1.6520,1.6029,4
64.3747,1.6609,1.6117,4
64.3747,1.6633,1.6311,4
64.3747,1.6633,1.6206,4
64.3747,1.6617,1.6222,4
64.3747,1.6617,1.6214,4
64.3747,1.6609,1.6093,4
64.3747,1.6593,1.6093,4
64.3747,1.6665,1.6198,4
64.3747,1.6746,1.6262,4
64.3747,1.6802,1.6222,4
64.3747,1.6738,1.6206,4
64.3747,1.6754,1.6141,4
64.3747,1.6738,1.6222,4
64.3747,1.6705,1.6182,4
64.3747,1.6714,1.6230,4
64.3747,1.6722,1.6141,4
64.3747,1.6705,1.6246,4
64.3747,1.6649,1.6133,4
64.3747,1.6633,1.6101,4
64.3747,1.6536,1.6125,4
64.3747,1.6593,1.6077,4
64.3747,1.6617,1.6149,4
64.3747,1.6641,1.6117,4
64.3747,1.6601,1.6053,4
64.3747,1.6577,1.6085,4
64.3747,1.6601,1.6319,4
64.3747,1.6609,1.6117,4
64.3747,1.6601,1.6254,4
64.3747,1.6633,1.6480,4
64.3747,1.6673,1.6456,4
64.3747,1.6560,1.6520,4
64.3747,1.6552,1.6423,4
64.3747,1.6560,1.6423,4
64.3747,1.6585,1.6448,4
64.3747,1.6568,1.6335,4
64.3747,1.6585,1.6214,4
64.3747,1.6609,1.6182,4
64.3747,1.6609,1.6125,4
64.3747,1.6577,1.5900,4
64.3747,1.6609,1.5996,4
64.3747,1.6649,1.6029,4
64.3747,1.6609,1.6053,4
64.3747,1.6657,1.6117,4
64.3747,1.6681,1.6182,4
64.3747,1.6657,1.6190,4
64.3747,1.6665,1.6230,4
64.3747,1.6673,1.6472,4
64.3747,1.6649,1.6359,4
64.3747,1.6625,1.6375,4
64.3747,1.6609,1.6375,4
64.3747,1.6601,1.6367,4
64.3747,1.6601,1.6303,4
64.3747,1.6568,1.6182,4
64.3747,1.6568,1.6190,4
64.3747,1.6552,1.5811,4
64.3747,1.6504,1.5867,4
64.3747,1.6560,1.5859,4
64.3747,1.6601,1.5996,4
64.3747,1.6593,1.6037,4
64.3747,1.6577,1.6029,4
64.3747,1.6601,1.5859,4
64.3747,1.6577,1.6045,4
64.3747,1.6625,1.5948,4
64.3747,1.6665,1.5964,4
64.3747,1.6722,1.6359,4
64.4217,1.6705,1.6343,4
64.4217,1.6657,1.6222,4
64.4217,1.6681,1.6158,4
64.4217,1.6681,1.6286,4
64.4217,1.6665,1.6262,4
64.4217,1.6689,1.6399,4
64.4217,1.6738,1.6383,4
64.4217,1.6633,1.6464,4
64.4217,1.6593,1.6423,4
64.4217,1.6585,1.6238,4
64.4217,1.6593,1.6085,4
64.4217,1.6568,1.6037,4
64.4217,1.6577,1.6077,4
64.4217,1.6577,1.5980,4
64.4217,1.6689,1.5875,4
64.4217,1.6697,1.5908,4
64.4217,1.6673,1.5819,4
64.4217,1.6722,1.5924,4
64.4217,1.6665,1.6109,4
64.4217,1.6673,1.6367,4
64.4217,1.6681,1.6448,4
