Zaman (sn),CH1 (V),CH2 (V),CH3 (V),Label
1.6321,2.2032,2.2580,1.6327,1
1.6321,2.1927,2.4087,1.6278,1
1.6321,2.1936,2.4885,1.6278,1
1.6321,2.1968,2.5626,1.6295,1
1.6321,2.1976,2.6231,1.6319,1
1.6321,2.2032,2.6231,1.6399,1
1.6321,2.2081,2.5191,1.6375,1
1.6321,2.2169,2.3716,1.6407,1
1.6321,2.2137,2.2306,1.6262,1
1.6321,2.2105,2.0856,1.6222,1
1.6321,2.2040,1.9623,1.6222,1
1.6321,2.1960,1.8559,1.6278,1
1.6321,2.1895,1.8156,1.6359,1
1.6321,2.1911,1.7995,1.6391,1
1.6321,2.2000,1.8084,1.6423,1
1.6321,2.1919,1.8559,1.6407,1
1.6321,2.1863,1.9639,1.6359,1
1.6321,2.1823,2.0759,1.6375,1
1.6321,2.1782,2.1549,1.6423,1
1.6321,2.2008,2.2073,1.6423,1
1.6321,2.2073,2.2242,1.6432,1
1.6321,2.2145,2.2572,1.6383,1
1.6321,2.2097,2.2886,1.6295,1
1.6321,2.2524,2.3281,1.6311,1
1.6321,2.2379,2.3491,1.6278,1
1.6321,2.2427,2.3241,1.6327,1
1.6321,2.2484,2.2492,1.6254,1
1.6321,2.2556,2.1831,1.6295,1
1.6321,2.2580,2.1500,1.6270,1
1.6321,2.2306,2.1379,1.6295,1
1.6321,2.2234,2.1444,1.6335,1
1.6321,2.2153,2.1516,1.6415,1
1.6321,2.2201,2.1251,1.6423,1
1.6321,2.1750,2.0936,1.6391,1
1.6321,2.1799,2.0815,1.6432,1
1.6321,2.1710,2.0856,1.6407,1
1.6321,2.1557,2.1541,1.6512,1
1.6321,2.1388,2.2427,1.6383,1
1.6321,2.1259,2.2967,1.6383,1
1.6321,2.1299,2.2508,1.6399,1
1.6321,2.1533,2.1589,1.6448,1
1.6321,2.1750,2.0284,1.6391,1
1.6321,2.1742,1.8954,1.6375,1
1.6321,2.1662,1.7850,1.6351,1
1.6321,2.1573,1.7052,1.6351,1
1.6321,2.1533,1.6633,1.6359,1
1.6321,2.1525,1.6327,1.6335,1
1.6321,2.1516,1.6375,1.6351,1
1.6321,2.1581,1.7052,1.6319,1
1.6321,2.1444,1.8398,1.6311,1
1.6321,2.1210,1.9848,1.6270,1
1.6321,2.1178,2.1331,1.6262,1
1.6321,2.1234,2.2806,1.6286,1
1.6321,2.1267,2.3982,1.6262,1
1.6321,2.1379,2.4353,1.6246,1
1.6321,2.1549,2.4232,1.6254,1
1.6321,2.1670,2.3862,1.6254,1
1.6321,2.1734,2.3072,1.6270,1
1.6321,2.1734,2.1887,1.6295,1
1.6321,2.1718,2.0823,1.6319,1
1.6321,2.1678,1.9695,1.6246,1
1.6321,2.1492,1.9067,1.6286,1
1.6321,2.1412,1.8527,1.6286,1
1.6321,2.1476,1.8293,1.6303,1
1.6321,2.1404,1.8760,1.6270,1
1.6321,2.1291,1.9558,1.6327,1
1.6321,2.1194,2.0372,1.6286,1
1.6321,2.1178,2.0848,1.6327,1
1.6321,2.1194,2.1259,1.6327,1
1.6321,2.1339,2.1581,1.6359,1
1.6321,2.1476,2.2226,1.6383,1
1.6321,2.1533,2.2556,1.6343,1
1.6321,2.1557,2.2967,1.6359,1
1.6321,2.1484,2.3120,1.6407,1
1.6321,2.1565,2.2870,1.6383,1
1.6321,2.1573,2.2282,1.6295,1
1.6321,2.1597,2.1702,1.6327,1
1.6321,2.1573,2.1291,1.6278,1
1.6321,2.1613,2.1105,1.6270,1
1.6321,2.1686,2.1001,1.6254,1
1.6321,2.1742,2.0920,1.6262,1
1.6321,2.1758,2.1009,1.6303,1
1.6797,2.1831,2.1154,1.6746,1
1.6797,2.1847,2.1412,1.6705,1
1.6797,2.1670,2.1734,1.6730,1
1.6797,2.1629,2.2056,1.6697,1
1.6797,2.1678,2.2347,1.6665,1
1.6797,2.1774,2.2693,1.6681,1
1.6797,2.1790,2.2886,1.6681,1
1.6797,2.1742,2.2814,1.6665,1
1.6797,2.1718,2.2548,1.6649,1
1.6797,2.1678,2.2322,1.6577,1
1.6797,2.1597,2.1903,1.6109,1
1.6797,2.1581,2.1734,1.6190,1
1.6797,2.1742,2.1766,1.6278,1
1.6797,2.1766,2.2016,1.6343,1
1.6797,2.1726,2.1863,1.6432,1
1.6797,2.1653,2.1460,1.6560,1
1.6797,2.1662,2.1307,1.6617,1
1.6797,2.1653,2.1363,1.6649,1
1.6797,2.1573,2.1412,1.6681,1
1.6797,2.1637,2.1371,1.6697,1
1.6797,2.1565,2.1702,1.6705,1
1.6797,2.1533,2.1766,1.6730,1
1.6797,2.1549,2.1557,1.6689,1
1.6797,2.1621,2.1307,1.6665,1
1.6797,2.1597,2.1508,1.6657,1
1.6797,2.1565,2.1855,1.6568,1
1.6797,2.1516,2.1960,1.6633,1
1.6797,2.1428,2.2145,1.6649,1
1.6797,2.1420,2.2403,1.6593,1
1.6797,2.1331,2.2725,1.6609,1
1.6797,2.1452,2.2741,1.6657,1
1.6797,2.1468,2.2524,1.6617,1
1.6797,2.1500,2.2282,1.6601,1
1.6797,2.1476,2.1903,1.6528,1
1.6797,2.1549,2.1541,1.6415,1
1.6797,2.1589,2.1275,1.6440,1
1.6797,2.1516,2.1122,1.6327,1
1.6797,2.1597,2.0936,1.6270,1
1.6797,2.1637,2.0735,1.6319,1
1.6797,2.1629,2.0598,1.6311,1
1.6797,2.1557,2.0606,1.6286,1
1.6797,2.1621,2.0767,1.6278,1
1.6797,2.1637,2.0968,1.6286,1
1.6797,2.1573,2.1331,1.6327,1
1.6797,2.1460,2.1605,1.6343,1
1.6797,2.1396,2.1815,1.5763,1
1.6797,2.1581,2.1919,1.6133,1
1.6797,2.1557,2.1847,1.6174,1
1.6797,2.1533,2.1927,1.6158,1
1.6797,2.1557,2.1895,1.5464,1
1.6797,2.1549,2.1847,1.5529,1
1.6797,2.1468,2.1823,1.5610,1
1.6797,2.1363,2.1815,1.5634,1
1.6797,2.1379,2.1484,1.5682,1
1.6797,2.1428,2.0960,1.5755,1
1.6797,2.1460,2.0275,1.6303,1
1.6797,2.1339,1.9623,1.5964,1
1.6797,2.1299,1.8922,1.5956,1
1.6797,2.1251,1.8583,1.5932,1
1.6797,2.1226,1.8656,1.6577,1
1.6797,2.1234,1.9018,1.6448,1
1.6797,2.1299,1.9397,1.6270,1
1.6797,2.1331,1.9607,1.6198,1
1.6797,2.1234,2.0114,1.6093,1
1.6797,2.1186,2.0823,1.6004,1
1.6797,2.1186,2.1452,1.5988,1
1.6797,2.1202,2.1968,1.5964,1
1.6797,2.1226,2.2500,1.5932,1
1.6797,2.1242,2.2685,1.5948,1
1.6797,2.1291,2.2290,1.5972,1
1.6797,2.1194,2.1621,1.6029,1
1.6797,2.1097,2.1202,1.6077,1
1.6797,2.1065,2.1001,1.6069,1
1.6797,2.1170,2.0727,1.6093,1
1.6797,2.1170,2.0727,1.6125,1
1.6797,2.1194,2.0751,1.6158,1
1.6797,2.1097,2.0977,1.6125,1
1.6797,2.0977,2.1162,1.6125,1
1.6797,2.0912,2.1516,1.6117,1
1.6797,2.0815,2.2153,1.6158,1
1.6797,2.0944,2.3209,1.6214,1
1.6797,2.1049,2.3596,1.6254,1
1.6797,2.1097,2.3217,1.6262,1
1.6797,2.1105,2.3015,1.6359,1
1.6797,2.1162,2.2798,1.6383,1
1.6797,2.1122,2.2677,1.6383,1
1.6797,2.1202,2.2274,1.6448,1
1.6797,2.1291,2.1662,1.6464,1
1.6797,2.1412,2.0944,1.6472,1
1.6797,2.1452,2.0034,1.6488,1
1.6797,2.1347,1.9188,1.6472,1
1.6797,2.1194,1.8962,1.6464,1
1.6797,2.1130,1.9703,1.6488,1
1.6797,2.1081,2.0372,1.6448,1
1.6797,2.0920,2.0711,1.6528,1
1.7276,2.0815,2.1081,1.6552,1
1.7276,2.0743,2.1589,1.6544,1
1.7276,2.0751,2.2419,1.6488,1
1.7276,2.0638,2.3144,1.6472,1
1.7276,2.0598,2.3845,1.6472,1
1.7276,2.0574,2.3990,1.6520,1
1.7276,2.0630,2.3934,1.6456,1
1.7276,2.0670,2.3402,1.6432,1
1.7276,2.0743,2.2749,1.6399,1
1.7276,2.0944,2.2218,1.6327,1
1.7276,2.1089,2.1710,1.6311,1
1.7276,2.1146,2.1404,1.6246,1
1.7276,2.1114,2.0993,1.6286,1
1.7276,2.1146,2.0751,1.6246,1
1.7276,2.1138,2.0501,1.6238,1
1.7276,2.1291,2.0203,1.6158,1
1.7276,2.1307,1.9985,1.6222,1
1.7276,2.1226,1.9985,1.6206,1
1.7276,2.1178,2.0001,1.6174,1
1.7276,2.1259,1.9889,1.6190,1
1.7276,2.1210,1.9953,1.6174,1
1.7276,2.1242,2.0026,1.6254,1
1.7276,2.1202,2.0356,1.6278,1
1.7276,2.1194,2.0292,1.6351,1
1.7276,2.1251,2.0356,1.6367,1
1.7276,2.1154,2.0743,1.6375,1
1.7276,2.1065,2.1170,1.6359,1
1.7276,2.1001,2.1710,1.6415,1
1.7276,2.0920,2.2347,1.6464,1
1.7276,2.0807,2.2919,1.6480,1
1.7276,2.0960,2.3185,1.6472,1
1.7276,2.1146,2.3007,1.6399,1
1.7276,2.1396,2.2484,1.6375,1
1.7276,2.1444,2.2048,1.6415,1
1.7276,2.1355,2.1670,1.6367,1
1.7276,2.1355,2.1130,1.6359,1
1.7276,2.1388,2.0735,1.6351,1
1.7276,2.1500,2.0412,1.6375,1
1.7276,2.1516,2.0106,1.6415,1
1.7276,2.1339,1.9695,1.6415,1
1.7276,2.1178,1.9292,1.6399,1
1.7276,2.0678,1.9131,1.6399,1
1.7276,2.0485,1.9244,1.6448,1
1.7276,2.0493,1.9308,1.6367,1
1.7276,2.0630,1.9179,1.6407,1
1.7276,2.0759,1.9163,1.6375,1
1.7276,2.0832,1.9163,1.6351,1
1.7276,2.0856,1.9244,1.6295,1
1.7276,2.0888,1.9123,1.6319,1
1.7276,2.1001,1.9437,1.6319,1
1.7276,2.1025,2.0316,1.6343,1
1.7276,2.1307,2.1259,1.6367,1
1.7276,2.1234,2.2097,1.6335,1
1.7276,2.1114,2.2749,1.6343,1
1.7276,2.1057,2.3177,1.6303,1
1.7276,2.0944,2.3354,1.6359,1
1.7276,2.0856,2.3249,1.6375,1
1.7276,2.0751,2.2741,1.6367,1
1.7276,2.0775,2.2524,1.6311,1
1.7276,2.0823,2.2210,1.6278,1
1.7276,2.0783,2.1379,1.6206,1
1.7276,2.0767,2.0469,1.6206,1
1.7276,2.0823,1.9566,1.6262,1
1.7276,2.0791,1.9018,1.6238,1
1.7276,2.0686,1.8817,1.6246,1
1.7276,2.0670,1.8760,1.6214,1
1.7276,2.0686,1.8849,1.6262,1
1.7276,2.0590,1.9107,1.6327,1
1.7276,2.0469,1.9413,1.6351,1
1.7276,2.0429,1.9623,1.6343,1
1.7276,2.0388,2.0066,1.6391,1
1.7276,2.0485,2.0541,1.6415,1
1.7276,2.0404,2.1122,1.6383,1
1.7276,2.0477,2.1726,1.6415,1
1.7276,2.0574,2.2274,1.6375,1
1.7276,2.0936,2.2661,1.6375,1
1.7276,2.1081,2.2919,1.6351,1
1.7276,2.1154,2.2983,1.6359,1
1.7276,2.1218,2.2903,1.6327,1
1.7276,2.1138,2.2999,1.6359,1
1.7276,2.1081,2.3056,1.6367,1
1.7276,2.1057,2.3080,1.6335,1
1.7276,2.1122,2.3177,1.6351,1
1.7276,2.1130,2.3297,1.6303,1
1.7276,2.1130,2.3394,1.6311,1
1.7276,2.0711,2.3418,1.6367,1
1.7276,2.0412,2.3330,1.6399,1
1.7276,2.0356,2.3233,1.6311,1
1.7276,2.0453,2.2983,1.6335,1
1.7276,2.0606,2.2621,1.6311,1
1.7276,2.0727,2.2008,1.6319,1
1.7276,2.0695,2.1420,1.6367,1
1.7276,2.0461,2.0775,1.6367,1
1.7276,2.0574,2.0058,1.6415,1
1.7276,2.0574,1.9220,1.6448,1
1.7276,2.0646,1.8422,1.6375,1
1.7644,2.0823,1.7689,1.6343,1
1.7644,2.0985,1.6931,1.6375,1
1.7644,2.0985,1.6488,1.6375,1
1.7644,2.0856,1.6359,1.6311,1
1.7644,2.0815,1.6730,1.6343,1
1.7644,2.0775,1.7431,1.6327,1
1.7644,2.0985,1.8253,1.6295,1
1.7644,2.0815,1.9051,1.6295,1
1.7644,2.0775,2.0082,1.6327,1
1.7644,2.0703,2.1146,1.6407,1
1.7644,2.0735,2.2056,1.6415,1
1.7644,2.0678,2.2935,1.6440,1
1.7644,2.0598,2.3531,1.6407,1
1.7644,2.0574,2.3620,1.6456,1
1.7644,2.0461,2.3338,1.6415,1
1.7644,2.0477,2.2774,1.6415,1
1.7644,2.0429,2.1936,1.6391,1
1.7644,2.0501,2.1162,1.6351,1
1.7644,2.0461,2.0340,1.6311,1
1.7644,2.0525,1.9687,1.6303,1
1.7644,2.0485,1.9244,1.6286,1
1.7644,2.0493,1.9099,1.6262,1
1.7644,2.0517,1.9034,1.6238,1
1.7644,2.0582,1.9059,1.6278,1
1.7644,2.0646,1.9131,1.6343,1
1.7644,2.0703,1.9147,1.6319,1
1.7644,2.0727,1.9188,1.6359,1
1.7644,2.0662,1.9260,1.6303,1
1.7644,2.0711,1.9268,1.6335,1
1.7644,2.0646,1.9663,1.6335,1
1.7644,2.0614,2.0163,1.6367,1
1.7644,2.0711,2.0727,1.6367,1
1.7644,2.0703,2.1259,1.6383,1
1.7644,2.0695,2.1678,1.6407,1
1.7644,2.0759,2.2032,1.6230,1
1.7644,2.0695,2.2298,1.6246,1
1.7644,2.0711,2.1960,1.6238,1
1.7644,2.0662,2.2218,1.6367,1
1.7644,2.0686,2.2637,1.6407,1
1.7644,2.0735,2.2532,1.6367,1
1.7644,2.0461,2.2306,1.6254,1
1.7644,2.0388,2.2000,1.6295,1
1.7644,2.0404,2.1645,1.6367,1
1.7644,2.0364,2.1428,1.6383,1
1.7644,2.0380,2.1194,1.6512,1
1.7644,2.0412,2.1130,1.6560,1
1.7644,2.0437,2.1742,1.6560,1
1.7644,2.0493,2.1653,1.6480,1
1.7644,2.0566,2.1412,1.6423,1
1.7644,2.0541,2.1371,1.6423,1
1.7644,2.0823,2.1428,1.6512,1
1.7644,2.0767,2.1460,1.6432,1
1.7644,2.0686,2.1468,1.6375,1
1.7644,2.0686,2.1468,1.6303,1
1.7644,2.0630,2.1420,1.6303,1
1.7644,2.0541,2.1138,1.6254,1
1.7644,2.0477,2.0783,1.6206,1
1.7644,2.0453,2.0525,1.6286,1
1.7644,2.0364,2.0300,1.6262,1
1.7644,2.0316,1.9993,1.6190,1
1.7644,2.0259,1.9308,1.6166,1
1.7644,2.0251,1.8632,1.6230,1
1.7644,2.0259,1.8067,1.6295,1
1.7644,2.0235,1.7713,1.6303,1
1.7644,2.0251,1.7753,1.6141,1
