Zaman (sn),CH1 (V),CH2 (V),CH3 (V),Label
4.6188,1.5408,1.6158,0.0000,2
4.6188,1.5360,1.5980,0.0000,2
4.6663,1.5440,1.5916,0.0000,2
4.6663,1.5448,1.5940,0.0000,2
4.6663,1.5392,1.5892,0.0000,2
4.6663,1.5521,1.6004,0.0000,2
4.6663,1.5553,1.6085,0.0000,2
4.6663,1.5577,1.6206,0.0000,2
4.6663,1.5577,1.6206,0.0000,2
4.6663,1.5601,1.6182,0.0000,2
4.6663,1.5650,1.6295,0.0000,2
4.6663,1.5658,1.6303,0.0000,2
4.6663,1.5577,1.6327,0.0000,2
4.6663,1.5561,1.6246,0.0000,2
4.6663,1.5618,1.6190,0.0000,2
4.6663,1.5521,1.6158,0.0000,2
4.6663,1.5489,1.6149,0.0000,2
4.6663,1.5569,1.6101,0.0000,2
4.6663,1.5585,1.6262,0.0000,2
4.6663,1.5593,1.6270,0.0000,2
4.6663,1.5553,1.6214,0.0000,2
4.6663,1.5577,1.6222,0.0000,2
4.6663,1.5610,1.6238,0.0000,2
4.6663,1.5585,1.6311,0.0000,2
4.6663,1.5577,1.6359,0.0000,2
4.6663,1.5618,1.6689,0.0000,2
4.6663,1.5682,1.6689,0.0000,2
4.6663,1.5626,1.6770,0.0000,2
4.6663,1.5569,1.6488,0.0000,2
4.6663,1.5577,1.6488,0.0000,2
4.6663,1.5569,1.6544,0.0000,2
4.6663,1.5537,1.6536,0.0000,2
4.6663,1.5481,1.6568,0.0000,2
4.6663,1.5545,1.6601,0.0000,2
4.6663,1.5537,1.6609,0.0000,2
4.6663,1.5464,1.6286,0.0000,2
4.6663,1.5416,1.6311,0.0000,2
4.6663,1.5424,1.6262,0.0000,2
4.6663,1.5408,1.6399,0.0234,2
4.6663,1.5336,1.6423,0.0395,2
4.6663,1.5319,1.6415,0.0419,2
4.6663,1.5327,1.6432,0.0258,2
4.6663,1.5360,1.6351,0.0145,2
4.6663,1.5360,1.6359,0.0097,2
4.6663,1.5327,1.6399,0.0000,2
4.6663,1.5368,1.6432,0.0000,2
4.6663,1.5392,1.6448,0.0000,2
4.6663,1.5376,1.6383,0.0000,2
4.6663,1.5416,1.6319,0.0000,2
4.6663,1.5473,1.6520,0.0000,2
4.6663,1.5456,1.6544,0.0000,2
4.6663,1.5529,1.6585,0.0000,2
4.6663,1.5521,1.6714,0.0000,2
4.6663,1.5505,1.6778,0.0000,2
4.6663,1.5553,1.6762,0.0000,2
4.6663,1.5561,1.6746,0.0000,2
4.6663,1.5537,1.6560,0.0000,2
4.6663,1.5529,1.6633,0.0000,2
4.6663,1.5513,1.6649,0.0000,2
4.6663,1.5440,1.6496,0.0000,2
4.6663,1.5505,1.6399,0.0000,2
4.6663,1.5247,1.6359,0.0000,2
4.6663,1.5094,1.6367,0.0000,2
4.6663,1.5029,1.6222,0.0000,2
4.6663,1.5029,1.6246,0.0000,2
4.6663,1.5013,1.6214,0.0000,2
4.6663,1.4989,1.6270,0.0000,2
4.6663,1.5021,1.6222,0.0000,2
4.6663,1.5053,1.6101,0.0000,2
4.6663,1.5118,1.6085,0.0000,2
4.6663,1.5005,1.6141,0.0000,2
4.6663,1.5207,1.6270,0.0000,2
4.6663,1.5392,1.6311,0.0000,2
4.6663,1.5440,1.6472,0.0000,2
4.6663,1.5408,1.6440,0.0000,2
4.6663,1.5400,1.6480,0.0000,2
4.6663,1.5432,1.6609,0.0000,2
4.6663,1.5408,1.6601,0.0000,2
4.6663,1.5400,1.6746,0.0000,2
4.6663,1.5352,1.6705,0.0000,2
4.6663,1.5432,1.6754,0.0000,2
4.6663,1.5400,1.6714,0.0000,2
4.6663,1.5327,1.6601,0.0000,2
4.6663,1.5327,1.6544,0.0000,2
4.6663,1.5327,1.6464,0.0000,2
4.6663,1.5344,1.6391,0.0000,2
4.6663,1.5263,1.6343,0.0000,2
4.6663,1.5239,1.6375,0.0000,2
4.6663,1.5231,1.6391,0.0000,2
4.6663,1.5279,1.6399,0.0000,2
4.6663,1.5287,1.6383,0.0000,2
4.6663,1.5311,1.6407,0.0000,2
4.6663,1.5360,1.6464,0.0000,2
4.6663,1.5392,1.6456,0.0000,2
4.6663,1.5440,1.6577,0.0000,2
4.6663,1.5432,1.6601,0.0000,2
4.6663,1.5521,1.6464,0.0000,2
4.7139,1.5505,1.6464,0.0524,3
4.7139,1.5473,1.6504,0.0717,3
4.7139,1.5416,1.6633,0.0943,3
4.7139,1.5432,1.6641,0.1168,3
4.7139,1.5473,1.6625,0.1225,3
4.7139,1.5513,1.6633,0.0282,3
4.7139,1.5545,1.6568,0.0000,3
4.7139,1.5577,1.6464,0.0000,3
4.7139,1.5932,1.6480,0.0000,3
4.7139,1.5940,1.6641,0.0000,3
4.7139,1.6037,1.6746,0.0000,3
4.7139,1.6085,1.6730,0.0000,3
4.7139,1.6149,1.6689,0.0000,3
4.7139,1.6149,1.6665,0.0000,3
4.7139,1.6117,1.6673,0.0000,3
4.7139,1.6133,1.6601,0.0000,3
4.7139,1.6158,1.6689,0.0000,3
4.7139,1.6166,1.6730,0.0000,3
4.7139,1.5867,1.6730,0.0000,3
4.7139,1.5892,1.6730,0.0000,3
4.7139,1.5916,1.6617,0.0000,3
4.7139,1.6021,1.6641,0.0000,3
4.7139,1.6101,1.6560,0.0000,3
4.7139,1.6158,1.6593,0.0000,3
4.7139,1.6214,1.6609,0.0000,3
4.7139,1.6359,1.6577,0.0000,3
4.7139,1.6383,1.6577,0.0000,3
4.7139,1.6383,1.6722,0.0000,3
4.7139,1.6383,1.6810,0.0000,3
4.7139,1.6415,1.6786,0.0000,3
4.7139,1.6359,1.6859,0.0000,3
4.7139,1.6343,1.6834,0.0000,3
4.7139,1.6423,1.6802,0.0000,3
4.7139,1.6464,1.6730,0.0000,3
4.7139,1.6456,1.6609,0.0000,3
4.7139,1.6399,1.6689,0.0000,3
4.7139,1.6415,1.6689,0.0000,3
4.7139,1.6230,1.6641,0.0000,3
4.7139,1.6295,1.6730,0.0000,3
4.7139,1.6311,1.6625,0.0000,3
4.7139,1.6423,1.6601,0.0008,3
4.7139,1.6440,1.6504,0.0387,3
4.7139,1.6359,1.6633,0.0830,3
4.7139,1.6343,1.6673,0.1152,3
4.7139,1.6464,1.6770,0.1168,3
4.7139,1.6319,1.6762,0.0935,3
4.7139,1.6319,1.6689,0.0782,3
4.7139,1.6480,1.6609,0.0878,3
4.7139,1.6456,1.6504,0.0822,3
4.7139,1.6464,1.6528,0.0347,3
4.7139,1.6407,1.6504,0.0000,3
4.7139,1.6399,1.6568,0.0000,3
4.7139,1.6456,1.6464,0.0000,3
4.7139,1.6464,1.6423,0.0000,3
4.7139,1.6319,1.6448,0.0000,3
4.7139,1.6335,1.6472,0.0000,3
4.7139,1.6278,1.6488,0.0000,3
4.7139,1.6278,1.6536,0.0000,3
4.7150,1.6230,1.6512,0.0000,3
4.7150,1.6230,1.6536,0.0000,3
4.7150,1.6214,1.6472,0.0000,3
4.7150,1.6190,1.6423,0.0000,3
4.7150,1.6109,1.6391,0.0000,3
4.7150,1.6077,1.6383,0.0000,3
4.7150,1.6109,1.6319,0.0000,3
4.7150,1.6182,1.6367,0.0000,3
4.7150,1.6214,1.6722,0.0725,3
4.7150,1.6190,1.6609,0.1451,3
4.7150,1.6158,1.6633,0.1225,3
4.7150,1.6101,1.6593,0.0999,3
4.7150,1.6069,1.6568,0.0959,3
4.7150,1.6021,1.6536,0.0806,3
4.7150,1.6037,1.6496,0.0637,3
4.7150,1.6053,1.6560,0.0749,3
4.7150,1.6004,1.6601,0.1233,3
4.7150,1.5980,1.6528,0.1829,3
4.7150,1.5948,1.6158,0.1910,3
4.7150,1.5980,1.6206,0.1942,3
4.7150,1.5988,1.6222,0.2482,3
4.7150,1.5988,1.6166,0.2571,3
4.7150,1.6045,1.6230,0.1926,3
4.7150,1.6109,1.6206,0.1160,3
4.7150,1.6109,1.6278,0.0242,3
4.7150,1.6093,1.6238,0.0000,3
4.7150,1.6109,1.6319,0.0000,3
4.7150,1.6069,1.6351,0.0000,3
4.7150,1.6053,1.6327,0.0000,3
4.7150,1.6061,1.6343,0.0000,3
4.7150,1.6053,1.6214,0.0000,3
4.7150,1.6045,1.6214,0.0000,3
4.7150,1.5964,1.6198,0.0000,3
4.7150,1.5908,1.6270,0.0000,3
4.7150,1.5884,1.6335,0.0000,3
4.7150,1.5827,1.6407,0.0000,3
4.7150,1.5795,1.6295,0.0000,3
4.7522,1.5827,1.6270,0.0000,3
4.7522,1.5835,1.6262,0.1096,3
4.7522,1.5867,1.6206,0.1886,3
4.7522,1.5908,1.6246,0.2273,3
4.7522,1.5916,1.6278,0.2345,3
4.7522,1.5972,1.6238,0.2055,3
4.7522,1.5996,1.6222,0.1797,3
4.7522,1.5948,1.6254,0.1684,3
4.7522,1.5996,1.6222,0.1378,3
4.7522,1.5980,1.6182,0.0741,3
4.7522,1.5972,1.6222,0.0572,3
4.7522,1.5964,1.6222,0.0258,3
4.7522,1.5908,1.6206,0.0000,3
4.7522,1.5859,1.6222,0.0000,3
4.7522,1.5859,1.6286,0.0000,3
4.7522,1.5835,1.6351,0.0000,3
4.7522,1.5795,1.6375,0.0000,3
4.7522,1.5867,1.6246,0.0000,3
4.7522,1.5867,1.6238,0.0000,3
4.7522,1.5884,1.6230,0.0000,3
4.7522,1.5892,1.6182,0.0000,3
4.7522,1.5980,1.6133,0.0000,3
4.7522,1.6021,1.6190,0.0000,3
4.7522,1.6021,1.6190,0.0000,3
4.7522,1.6069,1.6222,0.0000,3
4.7522,1.6045,1.6295,0.0000,3
4.7522,1.6133,1.6254,0.0000,3
4.7522,1.5481,1.6238,0.0000,3
4.7522,1.5561,1.6158,0.0137,3
4.7522,1.5642,1.6206,0.0774,3
4.7522,1.5682,1.6222,0.1555,3
4.7522,1.5642,1.6311,0.2418,3
4.7522,1.5650,1.6375,0.3352,3
4.7522,1.5666,1.6391,0.3981,3
4.7522,1.5650,1.6399,0.4392,3
4.7522,1.5722,1.6343,0.4029,3
4.7522,1.5658,1.6448,0.2901,3
4.7522,1.6278,1.6536,0.1588,3
4.7522,1.6190,1.6512,0.0000,3
4.7522,1.6174,1.6432,0.0000,3
4.7522,1.6133,1.6375,0.0000,3
4.7522,1.6125,1.6359,0.0000,3
4.7522,1.6093,1.6311,0.0000,3
4.7522,1.6101,1.6319,0.0000,3
4.7522,1.6045,1.6303,0.0000,3
4.7522,1.5996,1.6391,0.0000,3
4.7522,1.6012,1.6343,0.0000,3
4.7522,1.6029,1.6262,0.0000,3
4.7522,1.6045,1.6303,0.0870,3
4.7522,1.6021,1.6335,0.1152,3
4.7522,1.6021,1.6464,0.1773,3
4.7522,1.6029,1.6359,0.1862,3
4.7522,1.6037,1.6464,0.2015,3
4.7522,1.6061,1.6520,0.2152,3
4.7522,1.6077,1.6432,0.1636,3
4.7522,1.6093,1.6327,0.0637,3
4.7522,1.6101,1.6351,0.0000,3
4.7522,1.6125,1.6367,0.0000,3
4.7522,1.6125,1.6359,0.0089,3
4.7522,1.6174,1.6359,0.0854,3
4.7522,1.6238,1.6295,0.1144,3
4.7522,1.6206,1.6367,0.1168,3
4.7522,1.6198,1.6367,0.0798,3
4.7522,1.6230,1.6311,0.0105,3
4.7522,1.6270,1.6432,0.0000,3
4.7522,1.6270,1.6504,0.0000,3
4.7522,1.6295,1.6375,0.0000,3
4.7522,1.6303,1.6391,0.0000,3
4.7522,1.6254,1.6359,0.0000,3
4.7522,1.6198,1.6464,0.0000,3
4.7522,1.6174,1.6520,0.0000,3
4.7522,1.6214,1.6617,0.0000,3
4.7522,1.6254,1.6544,0.0000,3
4.7522,1.6214,1.6472,0.0000,3
4.7522,1.6222,1.6383,0.0000,3
4.7522,1.6238,1.6262,0.0000,3
4.7522,1.6254,1.6311,0.0024,3
4.8008,1.6182,1.6423,0.1177,3
4.8008,1.6230,1.6456,0.1749,3
4.8008,1.6278,1.6448,0.1668,3
4.8008,1.6206,1.6383,0.1370,3
4.8008,1.6206,1.6448,0.0903,3
4.8008,1.5795,1.6399,0.0355,3
4.8008,1.5900,1.6512,0.0008,3
4.8008,1.5875,1.6504,0.0024,3
4.8008,1.5827,1.6617,0.0000,3
4.8008,1.5771,1.6601,0.0000,3
4.8008,1.5843,1.6391,0.0000,3
4.8008,1.5819,1.6415,0.0000,3
4.8008,1.5787,1.6335,0.0000,3
4.8008,1.5875,1.6407,0.0000,3
4.8008,1.5835,1.6391,0.0000,3
4.8008,1.6198,1.6448,0.0000,3
4.8008,1.6101,1.6375,0.0000,3
4.8008,1.6133,1.6319,0.0000,3
4.8008,1.6158,1.6278,0.0000,3
4.8008,1.6101,1.6311,0.0000,3
4.8008,1.6061,1.6472,0.0000,3
4.8008,1.6029,1.6560,0.0153,3
4.8008,1.5996,1.6657,0.0411,3
4.8008,1.5988,1.6593,0.0854,3
4.8008,1.6012,1.5706,0.1080,3
4.8008,1.6037,1.5714,0.1378,3
4.8008,1.5988,1.5755,0.1193,3
4.8008,1.5964,1.5851,0.0951,3
4.8008,1.5948,1.5892,0.0677,3
4.8008,1.6029,1.6085,0.0000,3
4.8008,1.6021,1.6149,0.0000,3
4.8008,1.6045,1.6109,0.0000,3
4.8008,1.6085,1.6117,0.0000,3
4.8008,1.6270,1.6101,0.0000,3
4.8008,1.6246,1.6891,0.0000,3
4.8008,1.6230,1.6794,0.0000,3
4.8008,1.6335,1.6697,0.0000,3
4.8008,1.6335,1.6585,0.0000,3
4.8008,1.6303,1.6456,0.0000,3
4.8008,1.6262,1.6246,0.0000,3
4.8008,1.6585,1.6206,0.0000,3
4.8008,1.6585,1.6198,0.0000,3
4.8008,1.6536,1.6158,0.0000,3
4.8008,1.6327,1.6085,0.0000,3
4.8008,1.6343,1.6037,0.0000,3
4.8008,1.6351,1.6037,0.0000,3
4.8008,1.6319,1.6101,0.0564,3
4.8008,1.6319,1.6536,0.1870,3
4.8008,1.6423,1.6633,0.2651,3
4.8008,1.6504,1.6609,0.2756,3
4.8008,1.6214,1.6544,0.2974,3
4.8008,1.6270,1.6544,0.3248,3
4.8008,1.6335,1.6552,0.3199,3
4.8008,1.6327,1.6617,0.2740,3
4.8008,1.6359,1.6633,0.2127,3
4.8008,1.6295,1.6609,0.0951,3
4.8008,1.6319,1.6714,0.0000,3
4.8008,1.6367,1.6295,0.0000,3
4.8008,1.6311,1.6375,0.0000,3
4.8008,1.6367,1.6423,0.0000,3
4.8008,1.6391,1.6407,0.0000,3
4.8008,1.6383,1.6367,0.0000,3
4.8008,1.6359,1.6415,0.0000,3
4.8008,1.6407,1.6448,0.0000,3
4.8008,1.6335,1.6440,0.0000,3
4.8008,1.6295,1.6536,0.0000,3
4.8008,1.6230,1.6472,0.0000,3
4.8008,1.6222,1.6633,0.0548,3
4.8008,1.6206,1.6649,0.1160,3
4.8008,1.6077,1.6746,0.1442,3
4.8008,1.6077,1.6778,0.1700,3
4.8008,1.6061,1.6705,0.1596,3
4.8008,1.6029,1.6609,0.1475,3
4.8008,1.5924,1.6585,0.1410,3
4.8008,1.5948,1.6528,0.1362,3
4.8008,1.6085,1.6496,0.1402,3
4.8008,1.6085,1.6448,0.1257,3
4.8008,1.6029,1.6464,0.1080,3
4.8008,1.6077,1.6295,0.0717,3
4.8008,1.6133,1.6149,0.0210,3
4.8008,1.6125,1.6117,0.0000,3
4.8008,1.6101,1.6238,0.0000,3
4.8008,1.6117,1.6295,0.0000,3
4.8008,1.6190,1.6311,0.0290,3
4.8008,1.6206,1.6456,0.0629,3
4.8008,1.6512,1.6544,0.0556,3
4.8008,1.6528,1.6520,0.0064,3
4.8008,1.6544,1.6512,0.0000,3
4.8008,1.6496,1.6585,0.0000,3
4.8008,1.6432,1.6641,0.0000,3
4.8008,1.6504,1.6560,0.0000,3
4.8008,1.6512,1.6504,0.0000,3
4.8008,1.6520,1.6375,0.0000,3
4.8008,1.6504,1.6464,0.0000,3
4.8008,1.6552,1.6488,0.0000,3
4.8008,1.6286,1.6464,0.0000,3
4.8008,1.6286,1.6528,0.0000,3
4.8483,1.6351,1.6399,0.0629,3
4.8483,1.6440,1.6351,0.0621,3
4.8483,1.6512,1.6319,0.0347,3
4.8483,1.6536,1.6383,0.0218,3
4.8483,1.6593,1.6480,0.0467,3
4.8483,1.6681,1.6681,0.1322,3
4.8483,1.6730,1.6722,0.1604,3
4.8483,1.6681,1.6697,0.1265,3
4.8483,1.6681,1.6649,0.0999,3
4.8483,1.6754,1.6568,0.1032,3
4.8483,1.6746,1.6593,0.1338,3
4.8483,1.6714,1.6617,0.1773,3
4.8483,1.6891,1.6625,0.2321,3
4.8483,1.6802,1.6657,0.2506,3
4.8483,1.6786,1.6609,0.2095,3
4.8483,1.6714,1.6568,0.1015,3
4.8483,1.6705,1.6512,0.0443,3
4.8483,1.6834,1.6504,0.0218,3
4.8483,1.6851,1.6480,0.0000,3
4.8483,1.6778,1.6577,0.0000,3
4.8483,1.6818,1.6568,0.0000,3
4.8483,1.6738,1.6649,0.0000,3
4.8483,1.6504,1.6714,0.0169,3
4.8483,1.6504,1.6649,0.0725,3
4.8483,1.6496,1.6665,0.0895,3
4.8483,1.6496,1.6585,0.0854,3
4.8483,1.6480,1.6641,0.0516,3
4.8483,1.6391,1.6536,0.0089,3
4.8483,1.6335,1.6504,0.0000,3
4.8483,1.6303,1.6504,0.0000,3
4.8483,1.6085,1.6472,0.0000,3
4.8483,1.6174,1.6464,0.0000,3
4.8483,1.6214,1.6448,0.0000,3
4.8483,1.6190,1.6520,0.0000,3
4.8483,1.6174,1.6528,0.0000,3
4.8483,1.6141,1.6504,0.0000,3
4.8483,1.6182,1.6359,0.0000,3
4.8483,1.6141,1.6456,0.0000,3
4.8483,1.6101,1.6488,0.0000,3
4.8483,1.6117,1.6480,0.0000,3
4.8483,1.6319,1.6464,0.0443,3
4.8483,1.6230,1.6423,0.0911,3
4.8483,1.6166,1.6391,0.0645,3
4.8483,1.6190,1.6407,0.0330,3
4.8483,1.6166,1.6351,0.0137,3
4.8483,1.6174,1.6423,0.0435,3
4.8483,1.6069,1.6464,0.0741,3
4.8483,1.6101,1.6472,0.0903,3
4.8483,1.6109,1.6456,0.0895,3
4.8483,1.6190,1.6383,0.0637,3
4.8483,1.6166,1.6488,0.0314,3
4.8483,1.6190,1.6480,0.0000,3
4.8483,1.6166,1.6552,0.0000,3
4.8483,1.6117,1.6488,0.0000,3
4.8483,1.6085,1.6568,0.0000,3
4.8483,1.6085,1.6504,0.0000,3
4.8483,1.6093,1.6432,0.0000,3
4.8483,1.6053,1.6359,0.0000,3
4.8483,1.6069,1.6327,0.0000,3
4.8483,1.6021,1.6415,0.0459,3
4.8483,1.6045,1.6415,0.1160,3
4.8483,1.6012,1.6407,0.1829,3
4.8483,1.6037,1.6270,0.2426,3
4.8483,1.6053,1.6230,0.2732,3
4.8483,1.6021,1.6109,0.2732,3
4.8483,1.6053,1.6238,0.2538,3
4.8483,1.6101,1.6351,0.2136,3
4.8483,1.6101,1.6432,0.1539,3
4.8483,1.6085,1.6496,0.0927,3
4.8483,1.6037,1.6536,0.0572,3
4.8483,1.5940,1.6448,0.0347,3
4.8483,1.5964,1.6504,0.0266,3
4.8483,1.5980,1.6528,0.0145,3
4.8483,1.5980,1.6673,0.0193,3
4.8483,1.6045,1.6705,0.0629,3
4.8483,1.6021,1.6544,0.1297,3
4.8483,1.5996,1.6544,0.2079,3
4.8483,1.6375,1.6383,0.2804,3
4.8483,1.6383,1.6464,0.3505,3
4.8483,1.6375,1.6407,0.3989,3
4.8483,1.6343,1.6488,0.3989,3
4.8483,1.6303,1.6440,0.3965,3
4.8483,1.6327,1.6432,0.3989,3
4.8483,1.6327,1.6319,0.4062,3
4.8483,1.6262,1.6262,0.4037,3
4.8483,1.6222,1.6335,0.3739,3
4.8483,1.6303,1.6319,0.3433,3
4.8483,1.5884,1.6488,0.2966,3
4.8483,1.5843,1.6552,0.1491,3
4.8483,1.5859,1.6512,0.0000,3
4.8483,1.5916,1.6423,0.0000,3
4.8483,1.5924,1.6399,0.0000,3
4.8483,1.5940,1.6464,0.0000,3
4.8483,1.5948,1.6496,0.0000,3
4.8483,1.6012,1.6657,0.0000,3
4.8958,1.6061,1.6673,0.0000,3
4.8958,1.6004,1.6697,0.0000,3
4.8958,1.6077,1.6705,0.0000,3
4.8958,1.6158,1.6633,0.0564,3
4.8958,1.6174,1.6705,0.2103,3
4.8958,1.6230,1.6778,0.3973,3
4.8958,1.6254,1.6826,0.5552,3
4.8958,1.6149,1.6859,0.6423,3
4.8958,1.6166,1.6754,0.6511,3
4.8958,1.6190,1.6714,0.6302,3
4.8958,1.6174,1.6649,0.5536,3
4.8958,1.6174,1.6778,0.4158,3
4.8958,1.6149,1.6705,0.2442,3
4.8958,1.6206,1.6689,0.1233,3
4.8958,1.6262,1.6633,0.0121,3
4.8958,1.6270,1.6649,0.0000,3
4.8958,1.6286,1.6601,0.0000,3
4.8958,1.6423,1.6544,0.0000,3
4.8958,1.6432,1.6681,0.0000,3
4.8958,1.6391,1.6689,0.0000,3
4.8958,1.6399,1.6794,0.0000,3
4.8958,1.6440,1.6673,0.0000,3
4.8958,1.6496,1.6641,0.0435,3
4.8958,1.6472,1.6714,0.1596,3
4.8958,1.6456,1.6673,0.2442,3
4.8958,1.6423,1.6705,0.2966,3
4.8958,1.6472,1.6730,0.3651,3
4.8958,1.6440,1.7181,0.4223,3
4.8958,1.6423,1.7157,0.4642,3
4.8958,1.6440,1.7116,0.4601,3
4.8958,1.6440,1.7125,0.4190,3
4.8958,1.6423,1.7576,0.3812,3
4.8958,1.6351,1.7624,0.3183,3
4.8958,1.6319,1.7503,0.2522,3
4.8958,1.6238,1.7527,0.1700,3
4.8958,1.6230,1.7471,0.0975,3
4.8958,1.6182,1.7415,0.0411,3
4.8958,1.6166,1.7012,0.0032,3
4.8958,1.6158,1.7092,0.0000,3
4.8958,1.6262,1.7149,0.0330,3
4.8958,1.6262,1.7165,0.0774,3
4.8958,1.6262,1.6730,0.1152,3
4.8958,1.6262,1.6730,0.1491,3
4.8958,1.6230,1.6810,0.1700,3
4.8958,1.6286,1.6714,0.1716,3
4.8958,1.6286,1.6681,0.1588,3
4.8958,1.6270,1.6883,0.1217,3
4.8958,1.6238,1.6963,0.0588,3
4.8958,1.6295,1.7004,0.0000,3
4.8958,1.6182,1.6947,0.0000,3
4.8958,1.6133,1.6859,0.0000,3
4.8958,1.6077,1.6883,0.0000,3
4.8958,1.6077,1.6923,0.0000,3
4.8958,1.5988,1.6971,0.0435,3
4.8958,1.5884,1.7133,0.1209,3
4.8958,1.5843,1.7165,0.1878,3
4.8958,1.5771,1.7133,0.2490,3
4.8958,1.5714,1.7092,0.3320,3
4.8958,1.5545,1.7092,0.3763,3
4.8958,1.5481,1.7116,0.4005,3
4.8958,1.5481,1.7165,0.3505,3
4.8958,1.5529,1.7052,0.2901,3
4.8958,1.5481,1.6931,0.2458,3
4.8958,1.5481,1.6810,0.2007,3
4.8958,1.5416,1.6794,0.1547,3
4.8958,1.5408,1.6810,0.1225,3
4.8958,1.5489,1.6738,0.0580,3
4.8958,1.5537,1.6786,0.0000,3
4.8958,1.5521,1.6746,0.0000,3
4.8958,1.5424,1.6714,0.0000,3
4.8958,1.5400,1.6673,0.0000,3
4.8958,1.5231,1.6730,0.0000,3
4.8958,1.5215,1.6842,0.0000,3
4.8958,1.5158,1.6842,0.0000,3
4.8958,1.5215,1.6826,0.0298,3
4.8958,1.5199,1.6891,0.0838,3
4.8958,1.5062,1.6899,0.1612,3
4.8958,1.4965,1.6883,0.2498,3
4.8958,1.4916,1.6810,0.3368,3
4.8958,1.4973,1.6891,0.4029,3
4.8958,1.4916,1.6915,0.4666,3
4.8958,1.4941,1.6931,0.5222,3
4.8958,1.4892,1.6899,0.5697,3
4.8958,1.4884,1.7108,0.5705,3
4.8958,1.4828,1.7133,0.5738,3
4.8958,1.4771,1.7173,0.5673,3
4.8958,1.4771,1.7213,0.5230,3
4.8958,1.4699,1.7189,0.4553,3
4.8958,1.4763,1.7270,0.3707,3
4.8958,1.4731,1.7213,0.3167,3
4.8958,1.4699,1.7133,0.2692,3
4.8958,1.4667,1.7157,0.2103,3
4.8958,1.4610,1.7221,0.1305,3
4.8958,1.4610,1.7125,0.0443,3
4.8958,1.4610,1.7181,0.0000,3
4.9433,1.4602,1.7084,0.0000,3
4.9433,1.4570,1.7068,0.0000,3
4.9433,1.4618,1.7020,0.0500,3
4.9433,1.4659,1.6907,0.1700,3
4.9433,1.4618,1.6883,0.2845,3
4.9433,1.4594,1.7044,0.4062,3
4.9433,1.4578,1.7028,0.5141,3
4.9433,1.4675,1.6979,0.5399,3
4.9433,1.4675,1.6996,0.5512,3
4.9433,1.4634,1.6979,0.5286,3
4.9433,1.4691,1.6996,0.4642,3
4.9433,1.4763,1.6979,0.3642,3
4.9433,1.4788,1.7052,0.2514,3
4.9433,1.4779,1.7036,0.1112,3
4.9433,1.4836,1.7012,0.0000,3
4.9433,1.4933,1.6947,0.0000,3
4.9433,1.5013,1.6996,0.0000,3
4.9433,1.4981,1.7036,0.0000,3
4.9433,1.5078,1.6996,0.0000,3
4.9433,1.5134,1.6988,0.0000,3
4.9433,1.5150,1.6955,0.0427,3
4.9433,1.5150,1.6883,0.1056,3
4.9433,1.5199,1.6770,0.1475,3
4.9433,1.5255,1.6834,0.1821,3
4.9433,1.5319,1.6988,0.2007,3
4.9433,1.5336,1.7012,0.2087,3
4.9433,1.5432,1.6931,0.2361,3
4.9433,1.5513,1.6923,0.2466,3
4.9433,1.5577,1.6883,0.2200,3
4.9433,1.5626,1.6842,0.1741,3
4.9433,1.5650,1.6770,0.1370,3
4.9433,1.5787,1.6778,0.1249,3
4.9433,1.5811,1.6826,0.1725,3
4.9433,1.5819,1.6818,0.2176,3
4.9433,1.5787,1.6794,0.2474,3
4.9433,1.5779,1.6689,0.2482,3
4.9433,1.5747,1.6754,0.2418,3
4.9433,1.5795,1.6657,0.2240,3
4.9433,1.5658,1.6697,0.2273,3
4.9433,1.5722,1.6705,0.2651,3
4.9433,1.5835,1.6810,0.3256,3
4.9433,1.5835,1.6883,0.3755,3
4.9433,1.5892,1.6931,0.3925,3
4.9433,1.5964,1.6971,0.3949,3
4.9433,1.6085,1.6939,0.3908,3
4.9433,1.6182,1.6762,0.3723,3
4.9433,1.6246,1.6770,0.3425,3
4.9433,1.6270,1.6891,0.3070,3
4.9433,1.6399,1.6859,0.2571,3
4.9433,1.6423,1.6746,0.2345,3
4.9433,1.6343,1.6746,0.2119,3
4.9433,1.6295,1.6770,0.1515,3
4.9433,1.6335,1.6794,0.1064,3
4.9433,1.6311,1.6826,0.0991,3
4.9433,1.6295,1.6851,0.1579,3
4.9433,1.6262,1.7068,0.2426,3
4.9433,1.6270,1.6939,0.3086,3
4.9433,1.6278,1.6794,0.3441,3
4.9433,1.6303,1.6826,0.3586,3
4.9433,1.6391,1.6971,0.3586,3
4.9433,1.6504,1.6996,0.3522,3
4.9433,1.6568,1.6883,0.3965,3
4.9433,1.6560,1.6826,0.4029,3
4.9433,1.6633,1.6794,0.3667,3
4.9433,1.6714,1.6802,0.3135,3
4.9433,1.6786,1.6851,0.2821,3
4.9433,1.6826,1.6988,0.2796,3
4.9433,1.6899,1.7020,0.2885,3
4.9433,1.6971,1.6996,0.3280,3
4.9433,1.6939,1.6979,0.3586,3
4.9433,1.6915,1.6971,0.3731,3
4.9433,1.7004,1.7108,0.3779,3
4.9433,1.7068,1.7165,0.2603,3
4.9433,1.7108,1.7173,0.2796,3
4.9433,1.7084,1.6939,0.2450,3
4.9433,1.7116,1.6842,0.1870,3
4.9433,1.7141,1.6851,0.1628,3
4.9433,1.7149,1.6875,0.1579,3
