Zaman (sn),CH1 (V),CH2 (V),CH3 (V),Label
33.0159,1.6762,1.4159,1.6303,3
33.0159,1.6722,1.4232,1.6359,3
33.0159,1.6722,1.4207,1.6335,3
33.0159,1.6778,1.4272,1.6351,3
33.0159,1.6730,1.4288,1.6399,3
33.0159,1.6722,1.4336,1.6415,3
33.0159,1.6770,1.4336,1.6432,3
33.0159,1.6794,1.4401,1.6697,3
33.0159,1.6786,1.4522,1.6673,3
33.0159,1.6754,1.4497,1.6609,3
33.0159,1.6754,1.4481,1.6641,3
33.0159,1.6778,1.4473,1.6625,3
33.0159,1.6730,1.4473,1.6681,3
33.0159,1.6689,1.4457,1.6625,3
33.0159,1.6746,1.4385,1.6609,3
33.0159,1.6786,1.4417,1.6681,3
33.0159,1.6738,1.4441,1.6657,3
33.0159,1.6746,1.4481,1.6440,3
33.0159,1.6794,1.4522,1.6496,3
33.0159,1.6117,1.4626,1.6520,3
33.0159,1.6238,1.4618,1.6472,3
33.0159,1.6335,1.4586,1.6456,3
33.0159,1.6440,1.4522,1.6448,3
33.0159,1.6488,1.4505,1.6512,3
33.0159,1.6448,1.4530,1.6464,3
33.0159,1.6440,1.4497,1.6423,3
33.0159,1.6456,1.4522,1.6577,3
33.0159,1.6440,1.4522,1.6568,3
33.0159,1.6367,1.4562,1.6577,3
33.0159,1.7052,1.4530,1.6585,3
33.0164,1.6947,1.4691,1.6568,3
33.0164,1.6826,1.4707,1.6617,3
33.0164,1.6754,1.4771,1.6568,3
33.0164,1.6705,1.4715,1.6560,3
33.0164,1.6681,1.4715,1.6593,3
33.0164,1.6649,1.4747,1.6520,3
33.0164,1.6528,1.4747,1.6399,3
33.0164,1.6496,1.4804,1.6359,3
33.0164,1.6488,1.4796,1.6327,3
33.0164,1.6496,1.4852,1.6311,3
33.0164,1.6456,1.4667,1.6391,3
33.0164,1.6504,1.4667,1.6544,3
33.0164,1.6504,1.4675,1.6520,3
33.0164,1.6568,1.4739,1.6464,3
33.0164,1.6560,1.4908,1.6456,3
33.0267,1.6568,1.4949,1.6496,3
33.0267,1.6657,1.4965,1.6464,3
33.0267,1.6689,1.4852,1.6496,3
33.0267,1.6714,1.4860,1.6472,3
33.0267,1.6730,1.4755,1.6464,3
33.0267,1.6762,1.4715,1.6415,3
33.0267,1.6738,1.4691,1.6359,3
33.0267,1.6730,1.4683,1.6375,3
33.0267,1.6705,1.4651,1.6367,3
33.0267,1.6786,1.4570,1.6399,3
33.0267,1.6834,1.4570,1.6391,3
33.0267,1.6859,1.4562,1.6407,3
33.0267,1.6867,1.4618,1.6351,3
33.0267,1.6891,1.4602,1.6327,3
33.0267,1.6875,1.4610,1.6351,3
33.0267,1.6923,1.4659,1.6407,3
33.0267,1.6963,1.4610,1.6311,3
33.0267,1.6988,1.4675,1.6303,3
33.0267,1.6971,1.4731,1.6335,3
33.0267,1.6883,1.4626,1.6327,3
33.0267,1.6842,1.4642,1.6359,3
33.0267,1.6851,1.4610,1.6407,3
33.0267,1.6834,1.4602,1.6415,3
33.0267,1.6834,1.4578,1.6440,3
33.0267,1.6834,1.4570,1.6407,3
33.0267,1.6834,1.4602,1.6327,3
33.0267,1.6786,1.4675,1.6311,3
33.0267,1.6738,1.4642,1.6367,3
33.0267,1.6746,1.4642,1.6351,3
33.0267,1.6762,1.4747,1.6351,3
33.0267,1.6770,1.4634,1.6375,3
33.0267,1.6818,1.4586,1.6391,3
33.0267,1.6842,1.4514,1.6399,3
33.0267,1.6826,1.4497,1.6399,3
33.0267,1.6810,1.4505,1.6432,3
33.0267,1.6754,1.4505,1.6504,3
33.0632,1.6834,1.4554,1.6496,3
33.0632,1.6842,1.4675,1.6440,3
33.0632,1.6818,1.4675,1.6415,3
33.0632,1.6826,1.4594,1.6415,3
33.0632,1.6818,1.4651,1.6367,3
33.0632,1.6738,1.4683,1.6367,3
33.0632,1.6730,1.4642,1.6359,3
33.0632,1.6705,1.4779,1.6399,3
33.0632,1.6802,1.4812,1.6367,3
33.0632,1.6802,1.4747,1.6327,3
33.0632,1.6730,1.4659,1.6286,3
33.0632,1.6770,1.4522,1.6303,3
33.0632,1.6818,1.4546,1.6351,3
33.0632,1.6802,1.4578,1.6351,3
33.0632,1.6794,1.4578,1.6415,3
33.0632,1.6770,1.4594,1.6359,3
33.0632,1.6746,1.4723,1.6343,3
33.0632,1.6665,1.4642,1.6319,3
33.0632,1.6593,1.4691,1.6343,3
33.0632,1.6625,1.4755,1.6343,3
33.0632,1.6697,1.4779,1.6432,3
33.0632,1.6697,1.4796,1.6432,3
33.0632,1.6657,1.4739,1.6391,3
33.0632,1.6375,1.4659,1.6440,3
33.0632,1.6423,1.4667,1.6383,3
33.0632,1.6496,1.4256,1.6480,3
33.0632,1.6383,1.4312,1.6504,3
33.0632,1.6536,1.4336,1.6520,3
33.0632,1.6552,1.4336,1.6504,3
33.0632,1.6544,1.4377,1.6520,3
33.0632,1.6488,1.4385,1.6472,3
33.0632,1.6496,1.4368,1.6496,3
33.0632,1.6552,1.4433,1.6488,3
33.0632,1.6867,1.4489,1.6415,3
33.0632,1.6810,1.4594,1.6464,3
33.0636,1.6770,1.4997,1.6351,3
33.0636,1.6859,1.4876,1.6391,3
33.0636,1.6810,1.4763,1.6343,3
33.0636,1.6770,1.4667,1.6367,3
33.0636,1.6722,1.4586,1.6415,3
33.0636,1.6681,1.4505,1.6423,3
33.0636,1.6649,1.4360,1.6407,3
33.0636,1.6560,1.4336,1.6448,3
33.0636,1.6528,1.4320,1.6480,3
33.0636,1.6552,1.4232,1.6464,3
33.0636,1.6560,1.4296,1.6472,3
33.0636,1.6593,1.4256,1.6440,3
33.0636,1.6601,1.4328,1.6464,3
33.0636,1.6649,1.4352,1.6464,3
33.0636,1.6649,1.4377,1.6407,3
33.0636,1.6657,1.4417,1.6375,3
33.0636,1.6665,1.4497,1.6303,3
33.0636,1.6714,1.4417,1.6319,3
33.0636,1.6722,1.4473,1.6351,3
33.0636,1.6722,1.4401,1.6335,3
33.0636,1.6714,1.4497,1.6359,3
33.0636,1.6738,1.4618,1.6343,3
33.0636,1.6754,1.4554,1.6343,3
33.0636,1.6714,1.4546,1.6270,3
33.0636,1.6746,1.4546,1.6319,3
33.0636,1.6778,1.4546,1.6375,3
33.0636,1.6834,1.4538,1.6448,3
33.0636,1.6810,1.4586,1.6488,3
33.0636,1.6826,1.4538,1.6432,3
33.0636,1.6867,1.4594,1.6399,3
33.0636,1.6859,1.4489,1.6335,3
33.0636,1.6810,1.4030,1.6327,3
33.0636,1.6915,1.4086,1.6319,3
33.0636,1.6923,1.4119,1.6423,3
33.0636,1.6899,1.4151,1.6391,3
33.0636,1.6931,1.4215,1.6319,3
33.0636,1.6842,1.4320,1.6286,3
33.0636,1.6891,1.4385,1.6230,3
33.0636,1.6875,1.4433,1.6303,3
33.0636,1.6802,1.4481,1.6270,3
33.0636,1.6826,1.4385,1.6303,3
33.0636,1.6979,1.4788,1.6327,3
33.0636,1.6834,1.4828,1.6303,3
33.0636,1.6786,1.4763,1.6262,3
33.0636,1.6826,1.4634,1.6270,3
33.0636,1.6762,1.4626,1.6278,3
33.0636,1.6770,1.4586,1.6278,3
33.0636,1.6722,1.4538,1.6286,3
33.0636,1.6738,1.4497,1.6254,3
33.0636,1.6738,1.4433,1.6351,3
33.0636,1.6762,1.4449,1.6407,3
33.0636,1.6730,1.4441,1.6407,3
33.0636,1.6730,1.4385,1.6432,3
33.0636,1.6834,1.4457,1.6440,3
33.0636,1.6810,1.4675,1.6448,3
33.0636,1.6826,1.4651,1.6488,3
33.0636,1.6826,1.4618,1.6488,3
33.0636,1.6794,1.4602,1.6480,3
33.0636,1.6802,1.4586,1.6464,3
33.0636,1.6802,1.4602,1.6415,3
33.1131,1.6794,1.4610,1.6335,3
33.1131,1.6705,1.4634,1.6319,3
33.1131,1.6738,1.4771,1.6319,3
33.1131,1.6649,1.4763,1.6375,3
33.1131,1.6657,1.4707,1.6383,3
33.1131,1.6681,1.4796,1.6335,3
33.1131,1.6689,1.4852,1.6319,3
33.1131,1.6714,1.4876,1.6327,3
33.1131,1.6705,1.4884,1.6399,3
33.1131,1.6746,1.4868,1.6375,3
33.1131,1.6714,1.4836,1.6383,3
33.1131,1.6673,1.4844,1.6391,3
33.1131,1.6778,1.4723,1.6432,3
33.1131,1.6834,1.4763,1.6423,3
33.1131,1.6818,1.4779,1.6432,3
33.1131,1.6794,1.4771,1.6415,3
33.1131,1.6802,1.4715,1.6448,3
33.1131,1.6842,1.4691,1.6415,3
33.1131,1.6826,1.4731,1.6335,3
33.1131,1.6794,1.4933,1.6359,3
33.1131,1.6810,1.5013,1.6375,3
33.1131,1.6802,1.5021,1.6375,3
33.1131,1.6657,1.5053,1.6407,3
33.1131,1.6609,1.5021,1.6367,3
33.1131,1.6665,1.4908,1.6343,3
33.1131,1.6673,1.4812,1.6383,3
33.1131,1.6673,1.4659,1.6383,3
33.1131,1.6641,1.4642,1.6399,3
33.1131,1.6665,1.4626,1.6448,3
33.1131,1.6673,1.4497,1.6496,3
33.1131,1.6673,1.4441,1.6480,3
33.1131,1.6705,1.4505,1.6464,3
33.1131,1.6786,1.4505,1.6391,3
33.1131,1.6810,1.4522,1.6375,3
33.1131,1.6722,1.4618,1.6399,3
33.1131,1.6641,1.4651,1.6423,3
33.1131,1.6689,1.4755,1.6415,3
33.1131,1.6278,1.4731,1.6432,3
33.1131,1.6230,1.4731,1.6375,3
33.1131,1.6303,1.4755,1.6319,3
33.1131,1.6351,1.4852,1.6351,3
33.1131,1.6423,1.4804,1.6367,3
33.1131,1.6415,1.4763,1.6270,3
33.1131,1.6432,1.4707,1.6367,3
33.1131,1.6504,1.4642,1.6327,3
33.1131,1.6585,1.4675,1.6335,3
33.1131,1.6536,1.4723,1.6351,3
33.1131,1.6939,1.4739,1.6343,3
33.1131,1.6971,1.4755,1.6367,3
33.1131,1.6883,1.4707,1.6319,3
33.1131,1.6794,1.4651,1.6303,3
33.1131,1.6722,1.4546,1.6327,3
33.1141,1.6665,1.4530,1.6432,3
33.1141,1.6609,1.4538,1.6391,3
33.1141,1.6617,1.4514,1.6359,3
33.1141,1.6520,1.4522,1.6311,3
33.1141,1.6512,1.4514,1.6311,3
33.1141,1.6504,1.4602,1.6375,3
33.1141,1.6480,1.4642,1.6351,3
33.1141,1.6512,1.4651,1.6440,3
33.1141,1.6536,1.4667,1.6367,3
33.1141,1.6536,1.4731,1.6327,3
33.1141,1.6552,1.4715,1.6327,3
33.1141,1.6560,1.4739,1.6343,3
33.1141,1.6649,1.4731,1.6335,3
33.1141,1.6657,1.4675,1.6335,3
33.1141,1.6665,1.4755,1.6311,3
33.1141,1.6738,1.4731,1.6238,3
33.1141,1.6786,1.4675,1.6198,3
33.1141,1.6794,1.4634,1.6206,3
33.1141,1.6955,1.4578,1.6286,3
33.1141,1.6939,1.4578,1.6295,3
33.1141,1.6947,1.4594,1.6303,3
33.1141,1.6996,1.4618,1.6303,3
33.1141,1.6842,1.4707,1.6359,3
33.1141,1.6996,1.4755,1.6311,3
33.1141,1.7012,1.4763,1.6335,3
33.1141,1.6955,1.4755,1.6375,3
33.1141,1.6939,1.4675,1.6488,3
33.1141,1.6939,1.4675,1.6423,3
33.1141,1.6834,1.4675,1.6407,3
33.1141,1.6891,1.4570,1.6423,3
33.1141,1.6883,1.4602,1.6383,3
33.1141,1.6851,1.4586,1.6383,3
33.1141,1.6939,1.4602,1.6399,3
33.1141,1.6907,1.4626,1.6399,3
33.1141,1.6907,1.4578,1.6375,3
33.1141,1.6867,1.4489,1.6335,3
33.1141,1.6883,1.4594,1.6327,3
33.1141,1.6875,1.4642,1.6399,3
33.1141,1.6794,1.4667,1.6432,3
33.1141,1.6786,1.4771,1.6423,3
33.1141,1.6834,1.4739,1.6488,3
33.1141,1.6867,1.4763,1.6504,3
33.1141,1.6802,1.4731,1.6440,3
33.1141,1.6802,1.4691,1.6480,3
33.1141,1.6786,1.4667,1.6488,3
33.1141,1.6859,1.4715,1.6488,3
33.1141,1.6826,1.4634,1.6488,3
33.1141,1.6867,1.4626,1.6423,3
33.1631,1.6915,1.4634,1.6432,3
33.1631,1.6867,1.4651,1.6295,3
33.1631,1.6826,1.4739,1.6278,3
33.1631,1.6778,1.4763,1.6254,3
33.1631,1.6802,1.4707,1.6286,3
33.1631,1.6770,1.4618,1.6359,3
33.1631,1.6730,1.4562,1.6504,3
33.1631,1.6705,1.4481,1.6496,3
33.1631,1.6722,1.4457,1.6440,3
33.1631,1.6697,1.4505,1.6464,3
33.1631,1.6681,1.4538,1.6415,3
33.1631,1.6689,1.4586,1.6609,3
33.1631,1.6689,1.4586,1.6577,3
33.1631,1.6746,1.4530,1.6560,3
33.1631,1.6746,1.4610,1.6528,3
33.1631,1.6802,1.4691,1.6851,3
33.1631,1.6842,1.4763,1.6738,3
33.1631,1.6883,1.4852,1.6722,3
33.1631,1.6842,1.4933,1.6738,3
33.1631,1.6826,1.4925,1.6754,3
33.1631,1.6851,1.4973,1.6738,3
33.1631,1.6859,1.4941,1.6649,3
33.1631,1.6859,1.4876,1.6641,3
33.1631,1.6802,1.4844,1.6826,3
33.1631,1.6842,1.4779,1.6730,3
33.1631,1.6802,1.4771,1.6351,3
33.1631,1.6818,1.4739,1.6359,3
33.1631,1.6762,1.4763,1.6440,3
33.1631,1.6818,1.4788,1.6480,3
33.1631,1.6834,1.4812,1.6617,3
33.1631,1.6810,1.4659,1.6617,3
33.1631,1.6818,1.4667,1.6657,3
33.1631,1.6842,1.4675,1.6689,3
33.1631,1.6851,1.4651,1.6536,3
33.1631,1.6834,1.4642,1.6649,3
33.1631,1.6818,1.4651,1.6649,3
33.1631,1.6834,1.4731,1.6714,3
33.1631,1.6818,1.4771,1.6673,3
33.1631,1.6786,1.4788,1.6641,3
33.1631,1.6786,1.4771,1.6512,3
33.1631,1.6818,1.4828,1.6544,3
33.1631,1.6802,1.4796,1.6641,3
33.1631,1.6786,1.4820,1.6617,3
33.1631,1.6826,1.4876,1.6617,3
33.1631,1.6834,1.4860,1.6585,3
33.1631,1.6834,1.4892,1.6560,3
33.1631,1.6754,1.4884,1.6496,3
33.1631,1.6778,1.4836,1.6520,3
33.1631,1.6802,1.4844,1.6625,3
33.1631,1.6770,1.4796,1.6560,3
33.1631,1.6746,1.4820,1.6520,3
33.1631,1.6770,1.4779,1.6432,3
33.1631,1.6786,1.4763,1.6432,3
33.1631,1.6746,1.4763,1.6351,3
33.1631,1.6697,1.4820,1.6311,3
33.1631,1.6746,1.4779,1.6375,3
33.1631,1.6859,1.4779,1.6423,3
33.1631,1.6867,1.4731,1.6415,3
33.1631,1.6818,1.4699,1.6246,3
33.1631,1.6842,1.4683,1.6246,3
33.1631,1.6834,1.4634,1.6343,3
33.1631,1.6883,1.4602,1.6343,3
33.1631,1.6834,1.4618,1.6351,3
33.1631,1.6818,1.4634,1.6270,3
33.1631,1.6826,1.4683,1.6295,3
33.1631,1.6770,1.4763,1.6230,3
33.1631,1.6681,1.4739,1.6158,3
33.1631,1.6673,1.4796,1.6198,3
33.1631,1.6714,1.4755,1.6262,3
33.1631,1.6697,1.4779,1.6319,3
33.1631,1.6689,1.4779,1.6230,3
33.1631,1.6665,1.4852,1.6230,3
33.1631,1.6665,1.4884,1.6270,3
33.1631,1.6730,1.4860,1.6552,3
33.1631,1.6714,1.4812,1.6617,3
33.1631,1.6738,1.4739,1.6625,3
33.1631,1.6705,1.4691,1.6617,3
33.1631,1.6722,1.4691,1.6544,3
33.1631,1.6714,1.4715,1.6504,3
33.1631,1.6730,1.4707,1.6464,3
33.1631,1.6657,1.4755,1.6568,3
33.1631,1.6641,1.4763,1.6593,3
33.1631,1.6577,1.4779,1.6536,3
33.1631,1.6520,1.4820,1.6383,3
33.1631,1.6585,1.4852,1.6335,3
33.1631,1.6593,1.4868,1.6327,3
33.1631,1.6641,1.4836,1.6351,3
33.1631,1.6633,1.4779,1.6407,3
33.1631,1.6617,1.4715,1.6472,3
33.1631,1.6593,1.4763,1.6496,3
33.1631,1.6673,1.4771,1.6375,3
33.1631,1.6585,1.4788,1.6359,3
33.1631,1.6633,1.4747,1.6456,3
33.1631,1.6560,1.4771,1.6432,3
33.1631,1.6270,1.4747,1.6407,3
33.1631,1.6133,1.4747,1.6423,3
33.1631,1.6012,1.4739,1.6432,3
33.1631,1.5908,1.4788,1.6440,3
33.1631,1.5835,1.4771,1.6423,3
33.1631,1.5851,1.4804,1.6407,3
33.2131,1.6012,1.4828,1.6448,3
33.2131,1.6174,1.4771,1.6464,3
33.2131,1.6286,1.4739,1.6464,3
33.2131,1.6327,1.4707,1.6440,3
33.2131,1.6536,1.4715,1.6472,3
33.2131,1.6617,1.4642,1.6488,3
33.2131,1.6697,1.4683,1.6496,3
33.2131,1.6818,1.4707,1.6496,3
33.2131,1.6891,1.4804,1.6432,3
33.2131,1.6891,1.4788,1.6432,3
33.2131,1.6697,1.4779,1.6407,3
33.2131,1.6577,1.4820,1.6303,3
33.2131,1.6488,1.4828,1.6270,3
33.2131,1.6512,1.4788,1.6335,3
33.2131,1.6480,1.4699,1.6327,3
33.2131,1.6488,1.4747,1.6351,3
33.2131,1.6552,1.4763,1.6423,3
33.2131,1.6544,1.4771,1.6391,3
33.2131,1.6520,1.4804,1.6504,3
33.2131,1.6504,1.4771,1.6480,3
33.2131,1.6544,1.4699,1.6464,3
33.2131,1.6601,1.4634,1.6520,3
33.2131,1.6577,1.4651,1.6520,3
33.2131,1.6681,1.4667,1.6464,3
33.2131,1.6754,1.4739,1.6432,3
33.2131,1.6818,1.4779,1.6359,3
33.2131,1.6802,1.4852,1.6295,3
33.2131,1.6834,1.4844,1.6351,3
33.2131,1.6915,1.4175,1.6286,3
33.2131,1.6939,1.4215,1.6303,3
33.2131,1.6923,1.4288,1.6327,3
33.2131,1.6810,1.4368,1.6407,3
33.2131,1.6907,1.4401,1.6375,3
33.2131,1.6875,1.4417,1.6399,3
33.2131,1.7197,1.4425,1.6464,3
33.2131,1.7181,1.4457,1.6544,3
33.2131,1.7189,1.4425,1.6536,3
33.2131,1.7181,1.4449,1.6528,3
33.2131,1.7133,1.5070,1.6552,3
33.2131,1.7125,1.5013,1.6609,3
33.2131,1.7141,1.4892,1.6585,3
33.2131,1.7229,1.4779,1.6520,3
33.2131,1.7173,1.4683,1.6585,3
33.2131,1.6931,1.4667,1.6560,3
33.2131,1.6601,1.4667,1.6536,3
33.2131,1.6657,1.4634,1.6480,3
33.2141,1.6649,1.4610,1.6488,3
33.2141,1.6625,1.4538,1.6552,3
33.2141,1.6617,1.4522,1.6544,3
33.2141,1.6609,1.4497,1.6472,3
33.2141,1.6689,1.4554,1.6480,3
33.2141,1.6722,1.4610,1.6488,3
33.2141,1.6641,1.4699,1.6423,3
33.2141,1.6891,1.4739,1.6415,3
33.2141,1.6875,1.4796,1.6415,3
33.2141,1.6818,1.4715,1.6440,3
33.2141,1.6810,1.4642,1.6488,3
33.2141,1.6794,1.4739,1.6359,3
33.2141,1.6762,1.4747,1.6311,3
33.2141,1.6754,1.4779,1.6399,3
33.2141,1.6665,1.4788,1.6432,3
33.2141,1.6617,1.4852,1.6440,3
33.2141,1.6673,1.4892,1.6520,3
33.2141,1.6641,1.4908,1.6504,3
33.2141,1.6641,1.4860,1.6488,3
33.2141,1.6609,1.4957,1.6440,3
33.2141,1.6601,1.5029,1.6367,3
33.2141,1.6617,1.4965,1.6375,3
33.2141,1.6689,1.4973,1.6375,3
33.2141,1.6681,1.4925,1.6295,3
33.2141,1.6665,1.4925,1.6303,3
33.2141,1.6714,1.4973,1.6359,3
33.2141,1.6714,1.4949,1.6295,3
33.2141,1.6681,1.4916,1.6303,3
33.2141,1.6681,1.4908,1.6351,3
33.2141,1.6705,1.4908,1.6383,3
33.2141,1.6705,1.4892,1.6432,3
33.2141,1.6689,1.4876,1.6488,3
33.2141,1.6609,1.4908,1.6544,3
33.2141,1.6585,1.5029,1.6528,3
33.2141,1.6601,1.5053,1.6496,3
33.2141,1.6641,1.4989,1.6432,3
33.2141,1.6842,1.4981,1.6407,3
33.2141,1.6867,1.4900,1.6351,3
33.2141,1.6842,1.4828,1.6327,3
33.2141,1.6834,1.4804,1.6311,3
33.2141,1.6826,1.4804,1.6262,3
33.2141,1.6802,1.4804,1.6246,3
33.2141,1.6834,1.4828,1.6190,3
33.2141,1.6794,1.4788,1.6214,3
33.2141,1.6842,1.4820,1.6238,3
33.2141,1.7036,1.4804,1.6278,3
33.2141,1.6810,1.4796,1.6327,3
33.2141,1.6826,1.4836,1.6383,3
33.2141,1.6689,1.4908,1.6383,3
33.2141,1.6681,1.4900,1.6407,3
33.2141,1.6730,1.4876,1.6432,3
33.2141,1.6762,1.4892,1.6391,3
33.2141,1.6770,1.4868,1.6399,3
33.2141,1.6810,1.4860,1.6383,3
33.2631,1.6794,1.4844,1.6367,3
33.2631,1.6544,1.4820,1.6343,3
33.2631,1.6552,1.4812,1.6375,3
33.2631,1.6568,1.4812,1.6423,3
33.2631,1.6762,1.4820,1.6423,3
33.2631,1.6818,1.4860,1.6383,3
33.2631,1.6786,1.4941,1.6351,3
33.2631,1.6818,1.4981,1.6335,3
33.2631,1.6842,1.5166,1.6343,3
33.2631,1.6875,1.5142,1.6359,3
33.2631,1.6810,1.5037,1.6351,3
33.2631,1.6834,1.5062,1.6343,3
33.2631,1.6851,1.4997,1.6319,3
33.2631,1.6778,1.5021,1.6254,3
33.2631,1.6730,1.5029,1.6254,3
33.2631,1.6689,1.5045,1.6319,3
33.2631,1.6504,1.5037,1.6407,3
33.2631,1.6472,1.5053,1.6528,3
33.2631,1.6464,1.4852,1.6512,3
33.2631,1.6568,1.4884,1.6448,3
33.2631,1.6528,1.4973,1.6504,3
33.2631,1.6432,1.4981,1.6512,3
33.2631,1.6480,1.5070,1.6456,3
33.2631,1.6520,1.5094,1.6440,3
33.2631,1.6544,1.5070,1.6464,3
33.2631,1.6504,1.5070,1.6351,3
33.2631,1.6705,1.5086,1.6286,3
33.2631,1.6705,1.5045,1.6262,3
33.2631,1.6649,1.5029,1.6278,3
33.2631,1.6552,1.5021,1.6295,3
33.2631,1.6609,1.5134,1.6407,3
33.2631,1.6681,1.5142,1.6448,3
33.2631,1.6609,1.5166,1.6456,3
33.2631,1.6697,1.5158,1.6456,3
33.2631,1.6722,1.5223,1.6440,3
33.2631,1.6730,1.5207,1.6504,3
33.2631,1.6722,1.5102,1.6488,3
33.2631,1.6722,1.4957,1.6407,3
33.2631,1.6738,1.4900,1.6423,3
33.2631,1.6722,1.4884,1.6480,3
33.2631,1.6705,1.4844,1.6343,3
33.2631,1.6641,1.4860,1.6295,3
33.2631,1.6697,1.4876,1.6278,3
33.2631,1.6585,1.4892,1.6303,3
33.2631,1.6536,1.4788,1.6319,3
33.2631,1.6560,1.4796,1.6343,3
33.2631,1.6577,1.4884,1.6391,3
33.2631,1.6577,1.5045,1.6407,3
33.2631,1.6641,1.5134,1.6375,3
33.2631,1.6649,1.5158,1.6359,3
33.2631,1.6657,1.5086,1.6327,3
33.2631,1.6754,1.4997,1.6375,3
33.2631,1.6705,1.4997,1.6383,3
33.2631,1.6730,1.4965,1.6383,3
33.2631,1.6794,1.4997,1.6375,3
33.2631,1.6786,1.4941,1.6415,3
33.2631,1.6794,1.4876,1.6480,3
33.2631,1.6786,1.4860,1.6448,3
33.2631,1.6802,1.4852,1.6464,3
33.2631,1.6778,1.4860,1.6440,3
33.2631,1.6794,1.4916,1.6407,3
33.2631,1.6770,1.5150,1.6391,3
33.2631,1.6794,1.5231,1.6391,3
33.2631,1.6810,1.5158,1.6383,3
33.2631,1.6770,1.5037,1.6367,3
33.2631,1.6754,1.5005,1.6367,3
33.2631,1.6778,1.4941,1.6303,3
33.2631,1.6810,1.4868,1.6278,3
33.2631,1.6762,1.4876,1.6254,3
33.2631,1.6770,1.4981,1.6286,3
33.2631,1.6754,1.4965,1.6311,3
33.2631,1.6746,1.4812,1.6319,3
33.2631,1.6738,1.4723,1.6303,3
33.2631,1.6689,1.4820,1.6311,3
33.2641,1.6689,1.4651,1.6319,3
33.2641,1.6746,1.4739,1.6359,3
33.2641,1.6689,1.4892,1.6359,3
33.2641,1.6681,1.4965,1.6375,3
33.2641,1.6697,1.4981,1.6359,3
33.2641,1.6730,1.4876,1.6351,3
33.2641,1.6738,1.4852,1.6399,3
33.2641,1.6746,1.4836,1.6423,3
33.2641,1.6730,1.4779,1.6448,3
33.2641,1.6738,1.4739,1.6464,3
33.2641,1.6786,1.5013,1.6440,3
33.2641,1.6762,1.4997,1.6415,3
33.2641,1.6851,1.4957,1.6375,3
33.2641,1.6810,1.5053,1.6375,3
33.2641,1.6810,1.5021,1.6391,3
33.2641,1.6770,1.4957,1.6375,3
33.2641,1.6770,1.4884,1.6391,3
33.2641,1.6762,1.4860,1.6327,3
33.2641,1.6754,1.4812,1.6303,3
33.2641,1.6802,1.4804,1.6295,3
33.2641,1.6754,1.4788,1.6286,3
33.2641,1.6714,1.4812,1.6262,3
33.2641,1.6689,1.4852,1.6270,3
33.2641,1.6673,1.4779,1.6295,3
33.2641,1.6705,1.4763,1.6246,3
33.2641,1.6738,1.4812,1.6327,3
33.2978,1.6730,1.4828,1.6359,3
33.2978,1.6722,1.4836,1.6351,3
33.2978,1.6883,1.4908,1.6343,3
33.2978,1.6818,1.4884,1.6351,3
33.2978,1.6802,1.4884,1.6351,3
33.2978,1.6818,1.4755,1.6383,3
33.2978,1.6802,1.4691,1.6415,3
33.2978,1.6834,1.4707,1.6399,3
33.2978,1.6778,1.4723,1.6593,3
33.2978,1.6826,1.4707,1.6504,3
33.2978,1.5924,1.4723,1.6496,3
33.2978,1.6012,1.4796,1.6464,3
33.2978,1.5964,1.4788,1.6464,3
33.2978,1.6101,1.4844,1.6665,3
33.2978,1.6158,1.4933,1.6722,3
33.2978,1.6206,1.5070,1.6657,3
33.2978,1.6174,1.5142,1.6552,3
33.2978,1.6125,1.5094,1.6568,3
33.2978,1.6101,1.5062,1.6375,3
33.2978,1.6053,1.5021,1.6391,3
33.2978,1.6955,1.5005,1.6335,3
33.2978,1.6875,1.4949,1.6375,3
33.2978,1.6778,1.4965,1.6399,3
33.2978,1.6625,1.4981,1.6230,3
33.2978,1.6577,1.4957,1.6149,3
33.2978,1.6520,1.4925,1.6206,3
33.2978,1.6528,1.4876,1.6270,3
33.2978,1.6544,1.4892,1.6303,3
33.2978,1.6528,1.4868,1.6399,3
33.2978,1.6504,1.4916,1.6432,3
33.2978,1.6440,1.4973,1.6448,3
33.2978,1.6399,1.4933,1.6375,3
33.2978,1.6383,1.4973,1.6504,3
33.2978,1.6375,1.4989,1.6496,3
33.2978,1.6367,1.4933,1.6593,3
33.2978,1.6391,1.4933,1.6617,3
33.2978,1.6383,1.4949,1.6568,3
33.2978,1.6391,1.4908,1.6528,3
33.2978,1.6407,1.4949,1.6480,3
33.2978,1.6415,1.4981,1.6456,3
33.2978,1.6472,1.5005,1.6480,3
33.2978,1.6649,1.5086,1.6504,3
33.2978,1.6649,1.5102,1.6367,3
33.2978,1.6649,1.5070,1.6335,3
33.2978,1.6681,1.5062,1.6303,3
33.2978,1.6689,1.5029,1.6222,3
33.2978,1.6689,1.4933,1.6214,3
33.2978,1.6705,1.4925,1.6278,3
33.2978,1.6762,1.4916,1.6303,3
33.2978,1.6778,1.4876,1.6351,3
33.2978,1.6802,1.4892,1.6343,3
33.2978,1.6665,1.4884,1.6399,3
33.2978,1.6722,1.4852,1.6415,3
33.2978,1.6794,1.4852,1.6496,3
33.2978,1.6802,1.4900,1.6520,3
33.2978,1.6810,1.4949,1.6528,3
33.2978,1.6794,1.5037,1.6577,3
33.2978,1.6802,1.5045,1.6577,3
